id,name,node_type
57,《中华人民共和国固体废物污染环境防治法》第XX条,Enhanced
58,《环境执法管理办法》,Enhanced
59,恶臭污染扰民,Enhanced
60,篡改伪造监测数据,Enhanced
61,环境监测站,Enhanced
62,环境噪声污染防治法,Enhanced
63,法律,Enhanced
64,行为,Enhanced
65,法律术语,Enhanced
66,建设项目环境保护管理条例,Enhanced
67,法规,Enhanced
68,处罚,Enhanced
69,问题,Enhanced
70,概念,Enhanced
71,"""固体废物乱堆乱放""",Enhanced
72,"""镇环保所""",Enhanced
73,"""《中华人民共和国水污染防治法》""",Enhanced
74,行政机关,Enhanced
75,中华人民共和国土壤污染防治法,Enhanced
76,实体,Enhanced
77,法律依据,Enhanced
78,法律法规,Enhanced
79,中华人民共和国水污染防治法,Enhanced
80,政府部门,Enhanced
81,《环境保护法》,Enhanced
82,行政处罚类型,Enhanced
83,政府机构,Enhanced
84,类型,Enhanced
85,依据,Enhanced
86,《环境监测管理办法》,Enhanced
87,偷排偷放污染物,Enhanced
88,相关文件,Enhanced
89,《已废止的某某规定》,Enhanced
90,已废止的某某规定,Enhanced
91,公共服务,Enhanced
92,商务部,Enhanced
93,《排污许可管理条例》,Enhanced
94,某县环保所,Enhanced
95,监管省生态环境厅,Enhanced
96,省生态环境厅工作,Enhanced
97,林业局,Enhanced
98,行使行政处罚,Enhanced
99,"""畜禽粪污直排入河""",Enhanced
100,"""生态环境部""",Enhanced
101,"""《中华人民共和国环境噪声污染防治法》""",Enhanced
102,生态环境部,Enhanced
103,执法机构,Enhanced
104,《环境执法处罚管理办法》,Enhanced
105,污染防治设施未正常运行,Enhanced
106,VOCs治理设施未正常运行,Enhanced
107,行驶主体和承办机构,Enhanced
108,环境执法处罚规定,Enhanced
109,《中华人民共和国大气污染防治法》,Enhanced
110,中华人民共和国大气污染防治法,Enhanced
111,法律措施,Enhanced
112,"""偷排偷放污染物""",Enhanced
113,"""区生态环境分局""",Enhanced
114,"""《环境监测管理办法》""",Enhanced
115,非法采砂采石,Enhanced
116,"""恶臭污染扰民""",Enhanced
117,"""林业局""",Enhanced
118,"""未成立的办公室""",Enhanced
119,行使主体,Enhanced
120,未成立的办公室,Enhanced
121,VOCs打扫设施未正常运行,Enhanced
122,辐射安全管理不规范,Enhanced
123,已撤销的部门,Enhanced
124,行政许可,Enhanced
125,"""环境应急中心""",Enhanced
126,"""《畜禽规模养殖污染防治条例》""",Enhanced
127,实施依据来源,Enhanced
128,"""环境执法处罚：生态破坏未恢复""",Enhanced
129,"""县生态环境局""",Enhanced
130,环境执法处罚：生态破坏未恢复,Enhanced
131,处罚类型,Enhanced
132,《中华人民共和国环境影响评价法》第XX条,Enhanced
133,环境执法,Enhanced
134,《中华人民共和国大气污染防治法》第XX条,Enhanced
135,某镇环保站,Enhanced
136,市环境局,Enhanced
137,组织,Enhanced
138,审批市环境局决定,Enhanced
139,噪声污染超标,Enhanced
140,中华人民共和国环境保护法,Enhanced
141,中华人民共和国固体废物污染环境防治法,Enhanced
142,行政服务,Enhanced
143,行政决定,Enhanced
144,VOCs治理设施未正常运行处罚条款,Enhanced
145,"事项,VOCs治理设施未正常运行",Enhanced
146,"VOCs治理设施未正常运行的,类型,行政处罚",Enhanced
147,"VOCs治理设施未正常运行的,执行机构,市生态环境局",Enhanced
148,环评手续不全擅自开工,Enhanced
149,"VOCs治理设施未正常运行,的,处罚",Enhanced
150,"VOCs治理设施未正常运行,的,《中华人民共和国水污染防治法》",Enhanced
151,未按规定安装污染物排放自动监测设备,Enhanced
152,组织机构,Enhanced
153,权力行为,Enhanced
154,服务,Enhanced
155,《中华人民共和国土壤污染防治法》第XX条,Enhanced
156,"""已撤销的部门""",Enhanced
157,环保部门,Enhanced
158,法律文件,Enhanced
159,业务或事项,Enhanced
160,审批市环境局,Enhanced
161,《排污许可管理条例},Enhanced
162,"""环境监测站""",Enhanced
163,某企业环保部,Enhanced
164,生态环境部政策,Enhanced
165,服务事项的一部分,Enhanced
166,"""环评手续不全擅自开工""",Enhanced
167,"""《建设项目环境保护管理条例》""",Enhanced
168,具体条款,Enhanced
169,统计局,Enhanced
170,环境执法机构,Enhanced
171,"""拒绝环境执法检查""",Enhanced
172,"""生态环境综合执法支队""",Enhanced
173,"""《危险废物经营许可证管理办法》""",Enhanced
174,"""水利局""",Enhanced
175,"""生态破坏未恢复""",Enhanced
176,是,Enhanced
177,为空,Enhanced
178,环境问题,Enhanced
179,生态破坏未恢复,Enhanced
180,环境违法行为,Enhanced
181,"""《中华人民共和国大气污染防治法》""",Enhanced
182,环境执法处罚的服务事项,Enhanced
183,工信部,Enhanced
184,"""环境执法处罚：土壤污染未修复""",Enhanced
185,《畜禽规模养殖污染防治条例》第X条,Enhanced
186,"""水土流失治理不力""",Enhanced
187,畜禽规模养殖污染防治条例,Enhanced
188,水土流失治理不力,Enhanced
189,"""行政许可""",Enhanced
190,"""商务部""",Enhanced
191,未按规定安装污染物排放自动看看设备,Enhanced
192,中华人民共和国环境噪声污染防治法,Enhanced
193,某不存在的机构,Enhanced
194,信息公开,Enhanced
195,"""环境应急预案未备案""",Enhanced
196,"""公共服务""",Enhanced
197,"""省生态环境厅""",Enhanced
198,法律条款,Enhanced
199,文件,Enhanced
200,已废止,Enhanced
201,指导生态环境部政策,Enhanced
202,县生态环境个体户,Enhanced
203,环境监测管理办法,Enhanced
204,政府职能,Enhanced
205,法规引用,Enhanced
206,"""《中华人民共和国固体废物污染环境防治法》""",Enhanced
207,环境执法处罚的依据,Enhanced
208,《中华人民共和国环境保护法》相关条款,Enhanced
209,危险废物未按规定贮存,Enhanced
210,畜禽粪污直排入河处罚条款,Enhanced
211,法律处罚,Enhanced
212,"""《排污许可管理条例》""",Enhanced
213,"VOCs治理设施未正常运行的,行使主体",Enhanced
214,"VOCs治理设施未正常运行的,承办机构",Enhanced
215,辐射安全监管,Enhanced
216,《中华人民共和国放射性污染防治法》,Enhanced
217,事项,Enhanced
218,现象,Enhanced
219,分类,Enhanced
220,角色,Enhanced
221,环境执法部门,Enhanced
222,水土保持法,Enhanced
223,环境执法处罚的具体事项,Enhanced
224,"""未取得排污许可证排污""",Enhanced
225,VOCs治理设施未正常运行的属性,Enhanced
226,VOCs治理设施未正常运行的法律基础,Enhanced
227,VOCs治理设施未正常运行的处理,Enhanced
228,政府部门或机构,Enhanced
229,法规文件,Enhanced
230,环境执法处罚的对象,Enhanced
231,"""辐射安全管理不规范""",Enhanced
232,"""市生态环境局""",Enhanced
233,拟成立的部门,Enhanced
234,《中华人民共和国固体废物污染环境防治法》第X条,Enhanced
235,发改委,Enhanced
236,排污许可管理条例,Enhanced
237,环境保护法,Enhanced
238,补充依据,Enhanced
239,同等法律条款,Enhanced
240,环境相关的法律或法规,Enhanced
241,"""未验先投违法生产""",Enhanced
242,"""自然资源局""",Enhanced
243,相关环境法规,Enhanced
244,"""应急管理局""",Enhanced
245,处罚事项,Enhanced
246,"""环境执法处罚：固体废物乱堆乱放""",Enhanced
247,环境执法处罚：固体废物乱堆乱放,Enhanced
248,工业和信息化部,Enhanced
249,企业环保部门,Enhanced
250,政策,Enhanced
251,权力,Enhanced
252,主体,Enhanced
253,"""环境执法处罚：危险废物未按规定贮存""",Enhanced
254,"""危险废物未按规定贮存""",Enhanced
255,环境执法处罚：土壤污染未修复,Enhanced
256,《中华人民共和国环境保护法》第XX条,Enhanced
257,已废止的法律法规,Enhanced
258,环境管理部门,Enhanced
259,某行政处罚,Enhanced
260,"""工信部""",Enhanced
261,"""同等法律条款""",Enhanced
262,相关法律条文,Enhanced
263,"""信息公开""",Enhanced
264,"""环境执法处罚：超标排放废水""",Enhanced
265,中华人民共和国环境影响评价法,Enhanced
266,未按规定安装污染物自动监测设备,Enhanced
267,《中华人民共和国自然保护区条例》,Enhanced
268,环境执法处罚条款,Enhanced
269,某实体机构,Enhanced
270,某实体法规,Enhanced
271,生态环境厅工作,Enhanced
272,某县生态环境局,Enhanced
273,《环境执法处罚办法》,Enhanced
274,具体处罚类型,Enhanced
275,企业或个人,Enhanced
276,污染物排放自动监控设备,Enhanced
277,相关环境保护法规,Enhanced
278,辐射安全管理,Enhanced
279,安全管理,Enhanced
280,未按规定安装污染物排放自动监控设备,Enhanced
281,市级环保部门,Enhanced
282,镇级环保机构,Enhanced
283,市级或省级环保部门下属机构,Enhanced
284,某项目的环境影响评价报告,Enhanced
285,《中华人民共和国大气污染防治法》第X条,Enhanced
286,行政处罚的一种,Enhanced
287,已废止的法规,Enhanced
288,《环境行政处罚办法》,Enhanced
289,建设项目未批先建的相关规定,Enhanced
290,环境执法处罚的一种情况,Enhanced
291,行政处罚的一种类型,Enhanced
292,"""环境执法处罚：未取得排污许可证排污""",Enhanced
293,扬尘有毒防治不到位,Enhanced
294,未验先投违法生产处罚,Enhanced
295,"""环境执法处罚：环评手续不全擅自开工""",Enhanced
296,危险废物经营许可证管理办法,Enhanced
297,行政权力,Enhanced
298,参照执行,Enhanced
299,环保局,Enhanced
300,环保站,Enhanced
301,生态环境分局,Enhanced
302,unknown,Enhanced
303,环境保护部门,Enhanced
304,未知,Enhanced
305,行为或活动,Enhanced
306,"""《中华人民共和国环境保护法》""",Enhanced
307,"""扬尘有毒防治不到位""",Enhanced
308,物品,Enhanced
309,政府部门或事业单位,Enhanced
310,警告,Enhanced
311,罚款,Enhanced
312,责令改正,Enhanced
313,具体类型,Enhanced
314,镇级环保部门,Enhanced
315,省级环保部门,Enhanced
316,市环境局决定,Enhanced
317,《中华人民共和国湿地保护法》,Enhanced
318,办公室,Enhanced
319,水土流失治理不力的处罚规定,Enhanced
320,具体机构,Enhanced
321,具体部门,Enhanced
322,《中华人民共和国环境影响评价法》第X条,Enhanced
323,环境执法处罚的法律依据,Enhanced
