start_id,end_id,relation_type,source
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
1,29,依据,extraction
1,17,涉及事项,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
37,3,实施依据,extraction
1,6,涉及事项,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
35,3,实施依据,extraction
1,18,涉及事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
43,1,实施依据,extraction
1,34,包含,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,43,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
14,3,实施依据,extraction
1,46,涉及,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,43,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
25,3,行驶主体,extraction
25,3,承办机构,extraction
3,23,实施依据,extraction
39,1,是,extraction
1,47,包含,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,23,是,extraction
1,48,涉及内容,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,29,依据,extraction
1,45,涉及事项,extraction
22,22,行驶主体,extraction
22,22,承办机构,extraction
49,1,实施依据,extraction
1,6,涉及事项,extraction
16,16,行驶主体,extraction
16,16,承办机构,extraction
16,27,依据,extraction
1,30,涉及,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,14,是,extraction
1,46,涉及方面,extraction
9,3,类型,extraction
10,22,机构,extraction
12,22,机构,extraction
13,37,依据,extraction
39,1,是,extraction
1,6,包含,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,50,是,extraction
1,47,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,29,依据,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
26,1,行驶主体,extraction
26,1,承办机构,extraction
1,23,依据,extraction
1,51,包含行为,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,35,是,extraction
1,51,涉及行为,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,7,是,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
23,3,实施依据,extraction
1,36,涉及事项,extraction
3,1,权力类型,extraction
16,3,行驶主体,extraction
16,3,承办机构,extraction
29,3,实施依据,extraction
39,1,是,extraction
1,53,包括,extraction
9,3,是,extraction
10,25,是,extraction
12,25,是,extraction
13,43,是,extraction
1,54,涉及领域,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
50,1,实施依据,extraction
1,51,涉及行为,extraction
3,44,由,extraction
44,10,是,extraction
44,12,也是,extraction
23,44,作为依据,extraction
1,48,涉及内容,extraction
3,1,权力类型,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
1,23,实施依据,extraction
1,42,涉及事项,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
49,3,实施依据,extraction
1,8,涉及内容,extraction
9,3,类型,extraction
10,22,为,extraction
12,22,为,extraction
13,37,来自,extraction
39,1,是,extraction
1,42,包含,extraction
9,3,是,extraction
10,25,是,extraction
12,25,是,extraction
13,27,是,extraction
39,1,是,extraction
1,52,涉及问题,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,27,是,extraction
39,1,是,extraction
1,21,包含,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,35,是,extraction
1,24,基于,extraction
9,3,是,extraction
10,25,为,extraction
12,25,为,extraction
13,23,是,extraction
39,1,是,extraction
1,55,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,35,是,extraction
1,55,涉及方面,extraction
9,3,类型,extraction
10,11,是,extraction
12,11,是,extraction
13,7,依据,extraction
1,48,涉及内容,extraction
3,1,权力类型,extraction
32,1,行驶主体,extraction
32,1,承办机构,extraction
23,1,实施依据,extraction
1,19,涉及行为,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,29,依据,extraction
1,30,涉及,extraction
9,3,是,extraction
38,10,是,extraction
38,12,是,extraction
37,13,是,extraction
1,15,包含,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,50,是,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
1,56,依据,extraction
1,18,涉及领域,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,57,依据,extraction
1,2,涉及事项,extraction
3,1,类别,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
49,1,实施依据,extraction
1,24,基于,extraction
9,3,是,extraction
10,4,是,extraction
12,4,是,extraction
13,27,是,extraction
1,58,包含,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,43,是,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
11,3,行驶主体,extraction
11,3,承办机构,extraction
3,7,实施依据,extraction
1,53,涉及内容,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,29,是,extraction
1,18,涉及事项,extraction
16,16,行驶主体,extraction
16,16,承办机构,extraction
16,23,依据,extraction
1,46,涉及,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,23,是,extraction
1,48,基于,extraction
9,3,是,extraction
38,10,是,extraction
38,12,是,extraction
13,37,是,extraction
1,46,包含,extraction
9,3,是,extraction
10,4,是,extraction
12,4,是,extraction
13,29,是,extraction
1,24,基于,extraction
9,3,是,extraction
10,44,为,extraction
12,44,为,extraction
13,37,是,extraction
1,19,涉及行为,extraction
3,1,权力类型,extraction
4,3,行驶主体,extraction
4,3,承办机构,extraction
3,20,实施依据,extraction
1,18,涉及领域,extraction
32,1,行驶主体,extraction
32,1,承办机构,extraction
1,33,实施依据,extraction
1,52,包含,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,27,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
41,3,行驶主体,extraction
41,3,承办机构,extraction
59,1,实施依据,extraction
1,18,涉及,extraction
9,3,是,extraction
10,44,为,extraction
12,44,为,extraction
13,29,是,extraction
1,6,涉及事项,extraction
3,1,权力类型,extraction
4,3,行驶主体,extraction
4,3,承办机构,extraction
35,3,实施依据,extraction
1,21,包含,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,7,是,extraction
1,58,涉及行为,extraction
3,44,执行主体,extraction
44,3,行使权力,extraction
44,44,负责承办,extraction
44,14,依据,extraction
1,8,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,35,是,extraction
39,1,是,extraction
1,18,包含,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,50,是,extraction
1,28,涉及事项,extraction
3,1,权力类型,extraction
26,1,行驶主体,extraction
26,1,承办机构,extraction
1,20,依据,extraction
1,55,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,29,是,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
3,7,依据,extraction
1,30,涉及,extraction
9,3,是,extraction
38,10,是,extraction
38,12,是,extraction
13,50,是,extraction
1,31,涉及,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,33,是,extraction
39,1,是,extraction
1,51,涉及行为,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,33,是,extraction
1,48,涉及内容,extraction
3,1,权力类型,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
35,1,实施依据,extraction
1,34,包含,extraction
9,3,是,extraction
10,16,是,extraction
12,16,是,extraction
13,23,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
29,3,实施依据,extraction
1,36,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
35,1,实施依据,extraction
39,1,是,extraction
1,42,包含,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,35,是,extraction
1,24,基于,extraction
16,3,执行,extraction
16,10,是,extraction
16,12,同时也是,extraction
33,13,是,extraction
1,18,涉及事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
1,29,依据,extraction
1,54,涉及领域,extraction
3,1,权力类型,extraction
22,1,行驶主体,extraction
22,1,承办机构,extraction
1,43,依据,extraction
1,51,涉及行为,extraction
3,38,行使主体,extraction
38,10,是,extraction
38,12,是,extraction
33,13,是,extraction
1,53,涉及事项,extraction
3,1,权力类型,extraction
16,3,行驶主体,extraction
16,3,承办机构,extraction
3,23,实施依据,extraction
1,47,服务事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
7,1,实施依据,extraction
1,60,涉及领域,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,61,实施依据,extraction
1,24,基于,extraction
9,3,是,extraction
10,44,为,extraction
12,44,为,extraction
13,50,是,extraction
39,1,是,extraction
1,47,包括,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,50,是,extraction
1,60,涉及事项,extraction
26,1,行使主体,extraction
26,1,承办机构,extraction
1,43,依据,extraction
1,54,服务事项,extraction
3,1,权力类型,extraction
4,1,行驶主体,extraction
4,1,承办机构,extraction
1,37,实施依据,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
43,3,实施依据,extraction
1,2,涉及事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
35,1,实施依据,extraction
1,36,涉及,extraction
3,9,属于,extraction
32,10,既是,extraction
32,12,也是,extraction
50,13,作为依据,extraction
1,40,服务事项,extraction
3,1,权力类型,extraction
4,1,行驶主体,extraction
4,1,承办机构,extraction
37,1,实施依据,extraction
1,51,包含行为,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,33,是,extraction
1,55,涉及问题,extraction
3,1,权力类型,extraction
25,1,行驶主体,extraction
25,1,承办机构,extraction
35,3,实施依据,extraction
1,46,涉及问题,extraction
9,3,类型,extraction
10,25,执行主体,extraction
12,25,执行主体,extraction
13,29,依据,extraction
1,36,涉及事项,extraction
3,1,权力类型,extraction
32,1,行驶主体,extraction
32,1,承办机构,extraction
35,1,实施依据,extraction
1,46,包含,extraction
9,3,是,extraction
10,16,是,extraction
12,16,是,extraction
13,14,是,extraction
39,1,是,extraction
1,52,由,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,20,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
35,3,实施依据,extraction
1,17,涉及事项,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,29,是,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,27,实施依据,extraction
1,31,基于,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,20,是,extraction
1,2,涉及事项,extraction
9,3,类型,extraction
10,11,执行者,extraction
12,11,执行者,extraction
13,29,依据,extraction
39,1,是,extraction
1,30,包含,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,37,是,extraction
1,31,涉及问题,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
3,14,实施依据,extraction
39,1,是,extraction
1,55,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,33,是,extraction
1,17,涉及事项,extraction
3,1,权力类型,extraction
25,3,行驶主体,extraction
25,3,承办机构,extraction
29,3,实施依据,extraction
1,62,基于,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,14,是,extraction
39,1,是,extraction
1,54,涉及领域,extraction
9,3,是,extraction
10,3,实施,extraction
10,44,是,extraction
12,44,是,extraction
13,27,是,extraction
1,6,服务事项,extraction
3,1,权力类型,extraction
4,1,行驶主体,extraction
4,1,承办机构,extraction
20,1,实施依据,extraction
1,28,涉及事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
33,1,实施依据,extraction
1,62,涉及事项,extraction
3,1,权力类型,extraction
11,3,行驶主体,extraction
11,3,承办机构,extraction
35,3,实施依据,extraction
1,17,涉及事项,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,43,是,extraction
1,34,包含,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,37,是,extraction
1,62,涉及问题,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
3,37,实施依据,extraction
1,36,涉及问题,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
13,43,来源,extraction
1,40,涉及内容,extraction
3,1,权力类型,extraction
32,1,行驶主体,extraction
32,1,承办机构,extraction
1,37,依据,extraction
1,62,涉及问题,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
3,61,实施依据,extraction
1,8,涉及内容,extraction
9,3,类型,extraction
10,22,为,extraction
12,22,为,extraction
13,14,来源,extraction
1,53,涉及事项,extraction
3,1,权力类型,extraction
4,3,行驶主体,extraction
4,3,承办机构,extraction
14,3,实施依据,extraction
1,46,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,7,是,extraction
1,36,涉及事项,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
27,3,实施依据,extraction
1,31,涉及问题,extraction
3,1,权力类型,extraction
11,3,行驶主体,extraction
11,3,承办机构,extraction
20,3,实施依据,extraction
1,51,涉及行为,extraction
3,41,行使主体,extraction
3,41,承办机构,extraction
59,1,实施依据,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
35,3,实施依据,extraction
39,1,是,extraction
1,47,包含,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,27,是,extraction
1,15,包含行为,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,37,是,extraction
1,2,服务事项,extraction
3,1,权力类型,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
27,1,实施依据,extraction
1,51,服务事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
20,1,实施依据,extraction
1,42,涉及事项,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
1,29,依据,extraction
1,62,基于,extraction
9,3,是,extraction
10,4,是,extraction
12,4,是,extraction
13,14,是,extraction
1,8,涉及内容,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,37,是,extraction
1,6,涉及事项,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,29,依据,extraction
1,46,涉及问题,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
1,33,实施依据,extraction
1,54,服务事项,extraction
3,1,权力类型,extraction
22,1,行驶主体,extraction
22,1,承办机构,extraction
5,1,实施依据,extraction
1,58,包含,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,5,是,extraction
1,51,包含行为,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,33,是,extraction
1,28,涉及事项,extraction
3,1,权力类型,extraction
22,3,行驶主体,extraction
22,3,承办机构,extraction
5,3,实施依据,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,61,依据,extraction
1,53,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
56,1,实施依据,extraction
1,36,涉及问题,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,5,依据,extraction
1,18,涉及领域,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,61,依据,extraction
1,47,服务事项,extraction
3,1,权力类型,extraction
22,1,行驶主体,extraction
22,1,承办机构,extraction
20,1,实施依据,extraction
1,53,服务事项,extraction
3,1,权力类型,extraction
32,1,行驶主体,extraction
32,1,承办机构,extraction
37,1,实施依据,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
41,3,行驶主体,extraction
41,3,承办机构,extraction
3,33,实施依据,extraction
1,46,包含,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,50,是,extraction
1,19,涉及行为,extraction
9,3,类型,extraction
10,22,是,extraction
12,22,是,extraction
13,37,是,extraction
1,47,服务事项,extraction
3,1,权力类型,extraction
4,1,行驶主体,extraction
4,1,承办机构,extraction
35,1,实施依据,extraction
1,53,涉及事项,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,23,依据,extraction
1,2,涉及事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
35,1,实施依据,extraction
1,36,服务事项,extraction
3,1,权力类型,extraction
22,1,行驶主体,extraction
22,1,承办机构,extraction
20,1,实施依据,extraction
1,48,涉及内容,extraction
9,3,类型,extraction
10,11,执行者,extraction
12,11,执行者,extraction
13,29,依据,extraction
1,62,涉及问题,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,57,实施依据,extraction
1,21,包含,extraction
3,1,类型,extraction
16,1,行使主体,extraction
16,1,承办机构,extraction
61,1,实施依据,extraction
1,18,涉及领域,extraction
3,1,权力类型,extraction
4,3,行驶主体,extraction
4,3,承办机构,extraction
3,56,实施依据,extraction
1,47,涉及事项,extraction
3,1,权力类型,extraction
11,3,行驶主体,extraction
11,3,承办机构,extraction
5,3,实施依据,extraction
1,31,涉及,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,33,是,extraction
1,47,涉及事项,extraction
3,1,权力类型,extraction
25,3,行驶主体,extraction
25,3,承办机构,extraction
7,3,实施依据,extraction
1,17,涉及事项,extraction
3,1,权力类型,extraction
11,3,行驶主体,extraction
11,3,承办机构,extraction
1,14,依据,extraction
1,8,涉及,extraction
9,3,是,extraction
10,16,是,extraction
12,16,是,extraction
16,5,依据,extraction
1,46,包含,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,7,是,extraction
1,46,涉及,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,7,是,extraction
1,55,涉及,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,14,是,extraction
1,30,涉及,extraction
9,3,是,extraction
10,41,是,extraction
12,41,是,extraction
13,37,是,extraction
39,1,是,extraction
1,24,与关系,extraction
9,3,是,extraction
10,44,是,extraction
12,44,是,extraction
13,7,是,extraction
1,2,涉及事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
37,1,实施依据,extraction
1,30,涉及,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,7,是,extraction
1,54,涉及领域,extraction
3,1,权力类型,extraction
25,3,行驶主体,extraction
25,3,承办机构,extraction
3,5,实施依据,extraction
1,24,基于,extraction
3,44,由,extraction
44,3,行使权力,extraction
44,10,是,extraction
44,12,也是,extraction
13,43,是,extraction
1,24,基于,extraction
9,3,是,extraction
10,44,为,extraction
12,44,为,extraction
13,35,是,extraction
1,30,涉及,extraction
9,3,是,extraction
38,10,是,extraction
38,12,是,extraction
13,5,是,extraction
1,31,涉及问题,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
14,3,实施依据,extraction
1,28,涉及事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
20,1,实施依据,extraction
1,62,涉及问题,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,14,实施依据,extraction
1,15,包含行为,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,20,是,extraction
1,60,涉及领域,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
50,3,实施依据,extraction
1,52,涉及问题,extraction
9,3,类型,extraction
10,22,是,extraction
12,22,是,extraction
13,29,依据,extraction
1,42,涉及事项,extraction
3,1,权力类型,extraction
32,3,行驶主体,extraction
32,3,承办机构,extraction
20,3,实施依据,extraction
1,33,基于,extraction
44,1,执行主体,extraction
44,1,承办机构,extraction
1,48,涉及内容,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,29,依据,extraction
1,51,涉及行为,extraction
3,32,行使主体,extraction
32,32,承办机构,extraction
32,33,实施依据,extraction
1,36,涉及,extraction
3,9,属于,extraction
32,10,既是,extraction
32,12,也是,extraction
20,13,作为,extraction
1,42,涉及事项,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,33,是,extraction
39,1,是,extraction
1,45,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,7,是,extraction
1,21,包含,extraction
9,3,是,extraction
16,16,是行驶主体,extraction
16,16,是承办机构,extraction
13,5,是,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
41,3,行驶主体,extraction
41,3,承办机构,extraction
49,3,实施依据,extraction
1,45,涉及事项,extraction
3,1,权力类型,extraction
25,3,行驶主体,extraction
25,3,承办机构,extraction
3,14,实施依据,extraction
1,18,服务事项,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
20,1,实施依据,extraction
1,62,涉及问题,extraction
3,1,权力类型,extraction
38,3,行驶主体,extraction
38,3,承办机构,extraction
3,5,实施依据,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,29,实施依据,extraction
39,1,是,extraction
1,17,包含,extraction
9,3,是,extraction
10,25,是,extraction
12,25,是,extraction
13,43,是,extraction
1,53,涉及事项,extraction
3,9,属于,extraction
41,10,是,extraction
41,12,是,extraction
50,13,是,extraction
1,6,涉及事项,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
1,29,依据,extraction
1,15,包含行为,extraction
3,25,行使主体,extraction
3,25,承办机构,extraction
3,20,实施依据,extraction
1,2,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
49,1,实施依据,extraction
1,60,涉及领域,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,33,实施依据,extraction
1,40,涉及内容,extraction
9,3,类型,extraction
16,16,行驶主体,extraction
16,16,承办机构,extraction
16,33,依据,extraction
1,21,涉及事项,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,61,依据,extraction
1,24,基于,extraction
9,3,是,extraction
10,25,为,extraction
12,25,为,extraction
13,37,是,extraction
1,53,涉及事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
33,1,实施依据,extraction
1,47,涉及事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,23,依据,extraction
1,45,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,29,是,extraction
1,15,包含行为,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,43,是,extraction
1,60,涉及领域,extraction
11,1,行驶主体,extraction
11,1,承办机构,extraction
1,27,依据,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,33,实施依据,extraction
1,42,涉及事项,extraction
3,1,权力类型,extraction
41,3,行驶主体,extraction
41,3,承办机构,extraction
49,3,实施依据,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
16,1,行驶主体,extraction
16,1,承办机构,extraction
14,1,实施依据,extraction
39,1,是,extraction
1,34,包含,extraction
9,3,是,extraction
10,11,是,extraction
12,11,是,extraction
13,37,是,extraction
1,8,涉及,extraction
9,3,是,extraction
10,38,是,extraction
12,38,是,extraction
13,5,是,extraction
1,54,服务事项,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
1,23,实施依据,extraction
1,19,涉及内容,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,27,依据,extraction
1,34,包含,extraction
9,3,是,extraction
10,44,为,extraction
12,44,为,extraction
13,43,是,extraction
1,52,涉及问题,extraction
3,1,权力类型,extraction
4,3,行驶主体,extraction
4,3,承办机构,extraction
3,5,实施依据,extraction
1,19,涉及内容,extraction
3,1,权力类型,extraction
26,3,行驶主体,extraction
26,3,承办机构,extraction
3,35,实施依据,extraction
1,15,包含行为,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,5,是,extraction
39,1,是,extraction
1,47,包含,extraction
9,3,是,extraction
10,25,是,extraction
12,25,是,extraction
13,27,是,extraction
1,24,基于,extraction
9,3,是,extraction
10,22,是,extraction
12,22,是,extraction
13,14,是,extraction
1,45,服务事项,extraction
3,1,权力类型,extraction
44,1,行驶主体,extraction
44,1,承办机构,extraction
33,1,实施依据,extraction
1,60,涉及领域,extraction
3,1,权力类型,extraction
38,1,行驶主体,extraction
38,1,承办机构,extraction
1,49,依据,extraction
1,28,涉及内容,extraction
3,1,权力类型,extraction
41,1,行驶主体,extraction
41,1,承办机构,extraction
35,1,实施依据,extraction
1,24,基于,extraction
9,3,是,extraction
10,26,是,extraction
12,26,是,extraction
13,20,是,extraction
