id,name,node_type
533,易制毒化学品经营,Unknown
534,易制毒化学品购买,Unknown
535,易制毒化学品运输,Unknown
536,易制毒化学品进口,Unknown
537,易制毒化学品出口,Unknown
538,县级以上人民政府药品监督管理部门,Unknown
539,县级以上人民政府安全生产监督管理部门,Unknown
540,县级以上人民政府商务主管部门,Unknown
541,县级以上人民政府卫生主管部门,Unknown
542,县级以上人民政府价格主管部门,Unknown
543,易制毒化学品价格,Unknown
544,县级以上人民政府铁路主管部门,Unknown
545,县级以上人民政府交通主管部门,Unknown
546,对渔业的监督检查,Unknown
547,西安市农业农村局,Unknown
548,市乡村振兴局,Unknown
549,奖励,Unknown
550,行政奖励,Unknown
551,植树造林处,Unknown
552,市场主体,Unknown
553,登记备案事项,Unknown
554,公示信息情况,Unknown
555,市场秩序监管处,Unknown
556,信用监管处,Unknown
557,中华人民共和国市场主体登记管理条例实施细则,Unknown
558,登记机关,Unknown
559,检查对象,Unknown
560,执法检查人员,Unknown
561,国家企业信用信息公示系统,Unknown
562,抽查检查结果,Unknown
563,对网络交易平台经营者对平台内经营者在平台内的交易、交易价格以及与其他经营者的交易等进行不合理限制或者附加不合理条件，干涉平台内经营者的自主经营的行政处罚,Unknown
564,销售者未按要求建立食用农产品进货查验记录制度,Unknown
565,未按要求索取进货凭证,Unknown
566,采购、销售按规定应当检疫、检验的肉类或进口食用农产品，未索取或留存相关证明文件,Unknown
567,从事批发业务的食用农产品销售企业未按要求建立食用农产品销售记录制度,Unknown
568,违反治安管理行为人接受调查的传唤、强制传唤,Unknown
569,各业务部门,Unknown
570,旅行社条例,Unknown
571,旅行社业务经营许可证,Unknown
572,工商行政管理部门,Unknown
573,旅游合同约定,Unknown
574,旅游者合法权益受到损害,Unknown
575,必要的补救措施,Unknown
576,有奖销售信息不明确,Unknown
577,采用谎称有奖或者故意让内定人员中奖的欺骗方式,Unknown
578,抽奖式的有奖销售,Unknown
579,最高奖的金额超过五万元,Unknown
580,进行有奖销售,Unknown
581,中华人民共和国反不正当竞争法,Unknown
582,第十条,Unknown
583,宾馆、洗浴、美容美发等经营场所,Unknown
584,《陕西省艾滋病防治条例》,Unknown
585,2017年13月,Unknown
586,综合监督处,Unknown
587,《陕西省艾滋病防治条例》第六十三条,Unknown
588,责令停业整顿,Unknown
589,吊销经营许可证,Unknown
590,国家卫生标准,Unknown
591,可能造成艾滋病传播的公用物品和器具,Unknown
592,一次性器具,Unknown
593,非法拦截、扣留机动车，不听劝阻,Unknown
594,交通严重阻塞,Unknown
595,较大财产损失,Unknown
596,交警支队,Unknown
597,公安分局,Unknown
598,《中华人民共和国道路交通安全法》,Unknown
599,非法拦截、扣留机动车辆，不听劝阻,Unknown
600,未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车,Unknown
601,将机动车交由未取得机动车驾驶证或者机动车驾驶证被吊销、暂扣的人驾驶,Unknown
602,造成交通事故后逃逸，尚不构成犯罪,Unknown
603,机动车行驶超过规定时速百分之五十,Unknown
604,强迫机动车驾驶人违反道路交通安全法律、法规和机动车安全驾驶要求驾驶机动车，造成交通事故，尚不构成犯罪,Unknown
605,违反交通管制的规定强行通行，不听劝阻,Unknown
606,故意损毁、移动、涂改交通设施，造成危害后果，尚不构成犯罪,Unknown
607,对未取得测绘执业资格擅自从事测绘活动的处罚,Unknown
608,测绘地理信息局,Unknown
609,《中华人民共和国测绘法》,Unknown
610,2017年,Unknown
611,没收违法所得和测绘成果,Unknown
612,对其所在单位可以处违法所得二倍以下的罚款,Unknown
613,没收测绘工具,Unknown
614,造成损失的依法承担赔偿责任,Unknown
615,颁发测绘资质证书的部门,Unknown
616,降低测绘资质等级,Unknown
617,暂扣测绘资质证书,Unknown
618,吊销测绘资质证书,Unknown
619,其他行政处罚,Unknown
620,县级以上人民政府测绘地理信息主管部门决定,Unknown
621,《中华人民共和国认证认可条例》,Unknown
622,第六十六条,Unknown
623,"对医师未按照本办法规定开具抗菌药物处方,造成严重后果",Unknown
624,使用未经国家药品监督管理部门批准的抗菌药物,Unknown
625,"使用本机构抗菌药物供应目录以外的品种、品规,造成严重后果的处罚",Unknown
626,医政医管处,Unknown
627,对在托幼机构卫生保健工作中做出显著成绩的单位和个人的表彰奖励,Unknown
628,妇幼健康处,Unknown
629,《托儿所幼儿园卫生保健管理办法》,Unknown
630,各级人民政府卫生行政部门和教育行政部门,Unknown
631,表彰和奖励,Unknown
632,化工和危险化学品企业,Unknown
633,可燃和有毒有害气体泄漏的场所,Unknown
634,检测报警装置,Unknown
635,爆炸危险场所,Unknown
636,防爆电气设备,Unknown
637,化工和危险化学品生产经营单位重大生产安全事故隐患判定标准,Unknown
638,烟花爆竹生产经营单位重大生产安全事故隐患判定标准,Unknown
639,处五万元以下的罚款,Unknown
640,"逾期未改正的,处五万元以上二十万元以下的罚款",Unknown
641,对其直接负责的主管人员和其他直接责任人员处一万元以上二万元以下的罚款,Unknown
642,"情节严重的,责令停产停业整顿",Unknown
643,"构成犯罪的,依照刑法有关规定追究刑事责任",Unknown
644,安全设备,Unknown
645,安装、使用、检测、改造和报废,Unknown
646,未经许可擅自从事道路旅客运输站（场）经营的,Unknown
647,未取得客运站经营许可,Unknown
648,"处罚,西安市交通运输局",Unknown
649,使用失效、伪造、变造、被注销等无效的客运站许可证件从事客运站经营的,Unknown
650,超越许可事项,Unknown
651,《中华人民共和国道路运输条例》,Unknown
652,《道路旅客运输及客运站管理规定》,Unknown
653,"未取得客运站经营许可,擅自从事客运站经营的",Unknown
654,"超越许可事项,从事客运站经营的",Unknown
655,查封,Unknown
656,扣押,Unknown
657,违法生产,Unknown
658,违法经营,Unknown
659,违法使用,Unknown
660,农药,Unknown
661,用于违法生产经营,Unknown
662,用于违法经营,Unknown
663,用于违法使用,Unknown
664,工具,Unknown
665,设备,Unknown
666,原材料,Unknown
667,场所,Unknown
668,《农药管理条例》,Unknown
669,对互联网上网服务营业场所经营单位制作、下载、复制、查阅、发布、传播或者以其他方式使用违法信息的处罚,Unknown
670,网络安全保卫支队,Unknown
671,县级以上人民政府农业农村、林业草原主管部门,Unknown
672,没收种质资源和违法所得,Unknown
673,处以罚款,Unknown
674,依法承担赔偿责任,Unknown
675,国家,Unknown
676,种质资源,Unknown
677,任何单位和个人,Unknown
678,侵占和破坏种质资源,Unknown
679,私自采集或者采伐国家重点保护的天然种质资源,Unknown
680,国务院或者省、自治区、直辖市人民政府的农业农村、林业草原主管部门,Unknown
681,采集或者采伐国家重点保护的天然种质资源,Unknown
682,西安市互联网信息办公室,Unknown
683,网络综合协调管理和执法督查处,Unknown
684,网络运营者,Unknown
685,第六十九条,Unknown
686,有关主管部门,Unknown
687,五万元以上五十万元以下罚款,Unknown
688,一万元以上十万元以下罚款,Unknown
689,直接负责的主管人员和其他直接责任人员,Unknown
690,拒绝,Unknown
691,有关部门依法实施的监督检查,Unknown
692,拒不,Unknown
693,向公安机关、国家安全机关提供技术支持和协助,Unknown
694,县级以上地方卫生健康主管部门,Unknown
