id,name,node_type
234,《中华人民共和国土壤污染防治法》第X条,Enhanced
235,具体行为,Enhanced
236,"""应急管理局""",Enhanced
237,"""固体废物乱堆乱放""",Enhanced
238,环境应急预案,Enhanced
239,true,Enhanced
240,环境执法处罚的实施依据,Enhanced
241,"""环境执法处罚：危险废物未按规定贮存""",Enhanced
242,"""《中华人民共和国固体废物污染环境防治法》""",Enhanced
243,业务,Enhanced
244,行为或事项,Enhanced
245,描述性质,Enhanced
246,权力类型的具体表现,Enhanced
247,环境噪声污染防治法,Enhanced
248,为空,Enhanced
249,主体,Enhanced
250,生态环境局,Enhanced
251,环境执法处罚的相关法律,Enhanced
252,环境信息,Enhanced
253,组织或机构,Enhanced
254,法律或条例,Enhanced
255,权力行使主体,Enhanced
256,安全生产监管,Enhanced
257,法规引用,Enhanced
258,具体条款或规定,Enhanced
259,环境执法物品,Enhanced
260,"""非法采砂采石""",Enhanced
261,"""《中华人民共和国环境保护法》""",Enhanced
262,处罚对象,Enhanced
263,"""未成立的办公室""",Enhanced
264,《中华人民共和国自然保护区条例》,Enhanced
265,未按规定安装污染物排放自动看看设备,Enhanced
266,某不存在的机构,Enhanced
267,未按规定安装污染物排放自动监控设备,Enhanced
268,某具体机构名称,Enhanced
269,执行机构,Enhanced
270,关系,Enhanced
271,商务部,Enhanced
272,罚款,Enhanced
273,环境执法部门,Enhanced
274,发改委,Enhanced
275,环保局,Enhanced
276,环境影响评价法,Enhanced
277,环境执法处罚的具体内容,Enhanced
278,环境执法处罚的具体事项,Enhanced
279,超标排放脏水,Enhanced
280,环境执法地点,Enhanced
281,地点,Enhanced
282,未知,Enhanced
283,"""偷排偷放不干净物""",Enhanced
284,偷排偷放不干净物,Enhanced
285,行政处罚事项,Enhanced
286,《环境行政处罚办法》,Enhanced
287,环境监察大队,Enhanced
288,未按规定安装污染物丢弃自动监测设备,Enhanced
289,环境执法处罚类型,Enhanced
290,《中华人民共和国水污染防治法》第X条,Enhanced
291,中华人民共和国固体废物污染环境防治法 第XX条,Enhanced
292,环境行政处罚,Enhanced
293,相关环境保护法律法规,Enhanced
294,"""超标排放废气""",Enhanced
295,颜色,Enhanced
296,《中华人民共和国行政处罚法》,Enhanced
297,"""污染防治设施未正常运行""",Enhanced
298,实体,Enhanced
299,环境执法机构,Enhanced
300,法律文件,Enhanced
301,危险废物经营许可证管理办法,Enhanced
302,属性,Enhanced
303,政府部门或事业单位,Enhanced
304,相关环境保护法规,Enhanced
305,"VOCs治理设施未正常运行的,执行者",Enhanced
306,"VOCs治理设施未正常运行的,处理者",Enhanced
307,"VOCs治理设施未正常运行的,依据",Enhanced
308,未验先投违法生产处罚,Enhanced
309,土壤脏乱未修复,Enhanced
310,类型,Enhanced
311,"""有毒防治设施未正常运行""",Enhanced
312,有毒防治设施未正常运行,Enhanced
313,相关环保法规或条例,Enhanced
314,水土流失打扫不力,Enhanced
315,环境执法处罚的依据,Enhanced
316,环境执法处罚：环评手续不全擅自开工,Enhanced
317,《危险废物经营许可证管理办法》第X条,Enhanced
318,具体案件,Enhanced
319,超标排放臭水,Enhanced
320,空,Enhanced
321,名词,Enhanced
322,"VOCs治理设施未正常运行的,行政处罚",Enhanced
323,"VOCs治理设施未正常运行的,区生态环境分局",Enhanced
324,"VOCs治理设施未正常运行的,《中华人民共和国环境噪声污染防治法》",Enhanced
325,"""商务部""",Enhanced
326,"""统计局""",Enhanced
327,法律文本,Enhanced
328,"""恶臭脏乱扰民""",Enhanced
329,恶臭脏乱扰民,Enhanced
330,超标扔掉废水,Enhanced
331,条例,Enhanced
332,《建设项目环境保护管理条例》中的具体条款,Enhanced
333,环评手续不全擅自开工的环境执法处罚,Enhanced
334,未按规定安装有毒物排放自动瞧瞧设备,Enhanced
335,物品,Enhanced
336,"""发改委""",Enhanced

