case_id,input_kind,policy,routed,dirty,triple_f1,exact,cached_calls
environment-5201f128f055,clean,visible_violations,0,0,1.0,1.0,0
environment-5201f128f055,clean,never,0,0,1.0,1.0,0
environment-5201f128f055,extracted,always,1,0,1.0,1.0,1
environment-5201f128f055,extracted,visible_violations,0,0,1.0,1.0,0
environment-5201f128f055,extracted,never,0,0,1.0,1.0,0
environment-53794df293b9,clean,always,1,0,1.0,1.0,1
environment-53794df293b9,clean,visible_violations,0,0,1.0,1.0,0
environment-53794df293b9,clean,never,0,0,1.0,1.0,0
environment-53794df293b9,extracted,always,1,0,1.0,1.0,1
environment-53794df293b9,extracted,visible_violations,0,0,1.0,1.0,0
environment-53794df293b9,extracted,never,0,0,1.0,1.0,0
environment-549b9cc8bea3,clean,always,1,0,1.0,1.0,1
environment-549b9cc8bea3,clean,visible_violations,0,0,1.0,1.0,0
environment-549b9cc8bea3,clean,never,0,0,1.0,1.0,0
environment-549b9cc8bea3,extracted,always,1,0,1.0,1.0,1
environment-549b9cc8bea3,extracted,visible_violations,0,0,1.0,1.0,0
environment-549b9cc8bea3,extracted,never,0,0,1.0,1.0,0
environment-563aa7b5d8de,clean,always,1,0,1.0,1.0,1
environment-563aa7b5d8de,clean,visible_violations,0,0,1.0,1.0,0
environment-563aa7b5d8de,clean,never,0,0,1.0,1.0,0
environment-563aa7b5d8de,extracted,always,1,0,1.0,1.0,1
environment-563aa7b5d8de,extracted,visible_violations,0,0,1.0,1.0,0
environment-563aa7b5d8de,extracted,never,0,0,1.0,1.0,0
environment-5a0639970911,clean,always,1,0,1.0,1.0,1
environment-5a0639970911,clean,visible_violations,0,0,1.0,1.0,0
environment-5a0639970911,clean,never,0,0,1.0,1.0,0
environment-5a0639970911,extracted,always,1,0,1.0,1.0,1
environment-5a0639970911,extracted,visible_violations,0,0,1.0,1.0,0
environment-5a0639970911,extracted,never,0,0,1.0,1.0,0
environment-5a3e503d4347,clean,always,1,0,1.0,1.0,1
environment-5a3e503d4347,clean,visible_violations,0,0,1.0,1.0,0
environment-5a3e503d4347,clean,never,0,0,1.0,1.0,0
environment-5a3e503d4347,extracted,always,1,0,1.0,1.0,1
environment-5a3e503d4347,extracted,visible_violations,0,0,1.0,1.0,0
environment-5a3e503d4347,extracted,never,0,0,1.0,1.0,0
environment-5bad10ac94ad,clean,always,1,0,1.0,1.0,1
environment-5bad10ac94ad,clean,visible_violations,0,0,1.0,1.0,0
environment-5bad10ac94ad,clean,never,0,0,1.0,1.0,0
environment-5bad10ac94ad,extracted,always,1,0,1.0,1.0,1
environment-5bad10ac94ad,extracted,visible_violations,0,0,1.0,1.0,0
environment-5bad10ac94ad,extracted,never,0,0,1.0,1.0,0
environment-5ea9b2dfede9,clean,always,1,0,1.0,1.0,1
environment-5ea9b2dfede9,clean,visible_violations,0,0,1.0,1.0,0
environment-5ea9b2dfede9,clean,never,0,0,1.0,1.0,0
environment-5ea9b2dfede9,extracted,always,1,0,1.0,1.0,1
environment-5ea9b2dfede9,extracted,visible_violations,0,0,1.0,1.0,0
environment-5ea9b2dfede9,extracted,never,0,0,1.0,1.0,0
environment-6aa1a102a25b,clean,always,1,0,1.0,1.0,1
environment-6aa1a102a25b,clean,visible_violations,0,0,1.0,1.0,0
environment-6aa1a102a25b,clean,never,0,0,1.0,1.0,0
environment-6aa1a102a25b,extracted,always,1,0,1.0,1.0,1
environment-6aa1a102a25b,extracted,visible_violations,0,0,1.0,1.0,0
environment-6aa1a102a25b,extracted,never,0,0,1.0,1.0,0
environment-6cce9316c04c,clean,always,1,0,1.0,1.0,1
environment-6cce9316c04c,clean,visible_violations,0,0,1.0,1.0,0
environment-6cce9316c04c,clean,never,0,0,1.0,1.0,0
environment-6cce9316c04c,extracted,always,1,0,1.0,1.0,1
environment-6cce9316c04c,extracted,visible_violations,0,0,1.0,1.0,0
environment-6cce9316c04c,extracted,never,0,0,1.0,1.0,0
environment-6db751ebec56,clean,always,1,0,1.0,1.0,1
environment-6db751ebec56,clean,visible_violations,0,0,1.0,1.0,0
environment-6db751ebec56,clean,never,0,0,1.0,1.0,0
environment-6db751ebec56,extracted,always,1,0,1.0,1.0,1
environment-6db751ebec56,extracted,visible_violations,0,0,1.0,1.0,0
environment-6db751ebec56,extracted,never,0,0,1.0,1.0,0
environment-6dced1da4463,clean,always,1,0,1.0,1.0,1
environment-6dced1da4463,clean,visible_violations,0,0,1.0,1.0,0
environment-6dced1da4463,clean,never,0,0,1.0,1.0,0
environment-6dced1da4463,extracted,always,1,0,1.0,1.0,1
environment-6dced1da4463,extracted,visible_violations,0,0,1.0,1.0,0
environment-6dced1da4463,extracted,never,0,0,1.0,1.0,0
environment-6e7826456f25,clean,always,1,0,1.0,1.0,1
environment-6e7826456f25,clean,visible_violations,0,0,1.0,1.0,0
environment-6e7826456f25,clean,never,0,0,1.0,1.0,0
environment-6e7826456f25,extracted,always,1,0,1.0,1.0,1
environment-6e7826456f25,extracted,visible_violations,0,0,1.0,1.0,0
environment-6e7826456f25,extracted,never,0,0,1.0,1.0,0
environment-79cb9f7c7242,clean,always,1,0,1.0,1.0,1
environment-79cb9f7c7242,clean,visible_violations,0,0,1.0,1.0,0
environment-79cb9f7c7242,clean,never,0,0,1.0,1.0,0
environment-79cb9f7c7242,extracted,always,1,0,1.0,1.0,1
environment-79cb9f7c7242,extracted,visible_violations,0,0,1.0,1.0,0
environment-79cb9f7c7242,extracted,never,0,0,1.0,1.0,0
environment-7a53fc223f49,clean,always,1,0,1.0,1.0,1
environment-7a53fc223f49,clean,visible_violations,0,0,1.0,1.0,0
environment-7a53fc223f49,clean,never,0,0,1.0,1.0,0
environment-7a53fc223f49,extracted,always,1,0,1.0,1.0,1
environment-7a53fc223f49,extracted,visible_violations,0,0,1.0,1.0,0
environment-7a53fc223f49,extracted,never,0,0,1.0,1.0,0
environment-7cc9ffda6577,clean,always,1,0,1.0,1.0,1
environment-7cc9ffda6577,clean,visible_violations,0,0,1.0,1.0,0
environment-7cc9ffda6577,clean,never,0,0,1.0,1.0,0
environment-7cc9ffda6577,extracted,always,1,1,1.0,1.0,1
environment-7cc9ffda6577,extracted,visible_violations,0,1,0.923076923076923,0.0,0
environment-7cc9ffda6577,extracted,never,0,1,0.923076923076923,0.0,0
environment-7fa21989e54b,clean,always,1,0,1.0,1.0,1
environment-7fa21989e54b,clean,visible_violations,0,0,1.0,1.0,0
environment-7fa21989e54b,clean,never,0,0,1.0,1.0,0
environment-7fa21989e54b,extracted,always,1,0,1.0,1.0,1
environment-7fa21989e54b,extracted,visible_violations,0,0,1.0,1.0,0
environment-7fa21989e54b,extracted,never,0,0,1.0,1.0,0
environment-8133c6cc066f,clean,always,1,0,1.0,1.0,1
environment-8133c6cc066f,clean,visible_violations,0,0,1.0,1.0,0
environment-8133c6cc066f,clean,never,0,0,1.0,1.0,0
environment-8133c6cc066f,extracted,always,1,0,1.0,1.0,1
environment-8133c6cc066f,extracted,visible_violations,0,0,1.0,1.0,0
environment-8133c6cc066f,extracted,never,0,0,1.0,1.0,0
environment-83515ec171d1,clean,always,1,0,1.0,1.0,1
environment-83515ec171d1,clean,visible_violations,0,0,1.0,1.0,0
environment-83515ec171d1,clean,never,0,0,1.0,1.0,0
environment-83515ec171d1,extracted,always,1,1,1.0,1.0,1
environment-83515ec171d1,extracted,visible_violations,0,1,0.923076923076923,0.0,0
environment-83515ec171d1,extracted,never,0,1,0.923076923076923,0.0,0
environment-86fe686db66d,clean,always,1,0,1.0,1.0,1
environment-86fe686db66d,clean,visible_violations,0,0,1.0,1.0,0
environment-86fe686db66d,clean,never,0,0,1.0,1.0,0
environment-86fe686db66d,extracted,always,1,0,1.0,1.0,1
environment-86fe686db66d,extracted,visible_violations,0,0,1.0,1.0,0
environment-86fe686db66d,extracted,never,0,0,1.0,1.0,0
environment-881c0e7d9761,clean,always,1,0,1.0,1.0,1
environment-881c0e7d9761,clean,visible_violations,0,0,1.0,1.0,0
environment-881c0e7d9761,clean,never,0,0,1.0,1.0,0
environment-881c0e7d9761,extracted,always,1,0,1.0,1.0,1
environment-881c0e7d9761,extracted,visible_violations,0,0,1.0,1.0,0
environment-881c0e7d9761,extracted,never,0,0,1.0,1.0,0
environment-8f82d82a5158,clean,always,1,0,1.0,1.0,1
environment-8f82d82a5158,clean,visible_violations,0,0,1.0,1.0,0
environment-8f82d82a5158,clean,never,0,0,1.0,1.0,0
environment-8f82d82a5158,extracted,always,1,0,1.0,1.0,1
environment-8f82d82a5158,extracted,visible_violations,0,0,1.0,1.0,0
environment-8f82d82a5158,extracted,never,0,0,1.0,1.0,0
environment-97367a3e7abe,clean,always,1,0,1.0,1.0,1
environment-97367a3e7abe,clean,visible_violations,0,0,1.0,1.0,0
environment-97367a3e7abe,clean,never,0,0,1.0,1.0,0
environment-97367a3e7abe,extracted,always,1,0,1.0,1.0,1
environment-97367a3e7abe,extracted,visible_violations,0,0,1.0,1.0,0
environment-97367a3e7abe,extracted,never,0,0,1.0,1.0,0
environment-97a02c0a8570,clean,always,1,0,1.0,1.0,1
environment-97a02c0a8570,clean,visible_violations,0,0,1.0,1.0,0
environment-97a02c0a8570,clean,never,0,0,1.0,1.0,0
environment-97a02c0a8570,extracted,always,1,0,1.0,1.0,1
environment-97a02c0a8570,extracted,visible_violations,0,0,1.0,1.0,0
environment-97a02c0a8570,extracted,never,0,0,1.0,1.0,0
environment-9bc6c831d815,clean,always,1,0,1.0,1.0,1
environment-9bc6c831d815,clean,visible_violations,0,0,1.0,1.0,0
environment-9bc6c831d815,clean,never,0,0,1.0,1.0,0
environment-9bc6c831d815,extracted,always,1,0,1.0,1.0,1
environment-9bc6c831d815,extracted,visible_violations,0,0,1.0,1.0,0
environment-9bc6c831d815,extracted,never,0,0,1.0,1.0,0
environment-9c3ab0518483,clean,always,1,0,1.0,1.0,1
environment-9c3ab0518483,clean,visible_violations,0,0,1.0,1.0,0
environment-9c3ab0518483,clean,never,0,0,1.0,1.0,0
environment-9c3ab0518483,extracted,always,1,1,1.0,1.0,1
environment-9c3ab0518483,extracted,visible_violations,0,1,0.923076923076923,0.0,0
environment-9c3ab0518483,extracted,never,0,1,0.923076923076923,0.0,0
environment-9d45c9c3e169,clean,always,1,0,1.0,1.0,1
environment-9d45c9c3e169,clean,visible_violations,0,0,1.0,1.0,0
environment-9d45c9c3e169,clean,never,0,0,1.0,1.0,0
environment-9d45c9c3e169,extracted,always,1,0,1.0,1.0,1
environment-9d45c9c3e169,extracted,visible_violations,0,0,1.0,1.0,0
environment-9d45c9c3e169,extracted,never,0,0,1.0,1.0,0
environment-9db536bb5481,clean,always,1,0,1.0,1.0,1
environment-9db536bb5481,clean,visible_violations,0,0,1.0,1.0,0
environment-9db536bb5481,clean,never,0,0,1.0,1.0,0
environment-9db536bb5481,extracted,always,1,0,1.0,1.0,1
environment-9db536bb5481,extracted,visible_violations,0,0,1.0,1.0,0
environment-9db536bb5481,extracted,never,0,0,1.0,1.0,0
environment-a27e6935c7d3,clean,always,1,0,1.0,1.0,1
environment-a27e6935c7d3,clean,visible_violations,0,0,1.0,1.0,0
environment-a27e6935c7d3,clean,never,0,0,1.0,1.0,0
environment-a27e6935c7d3,extracted,always,1,0,1.0,1.0,1
environment-a27e6935c7d3,extracted,visible_violations,0,0,1.0,1.0,0
environment-a27e6935c7d3,extracted,never,0,0,1.0,1.0,0
environment-a34b1a59b069,clean,always,1,0,1.0,1.0,1
environment-a34b1a59b069,clean,visible_violations,0,0,1.0,1.0,0
environment-a34b1a59b069,clean,never,0,0,1.0,1.0,0
environment-a34b1a59b069,extracted,always,1,0,1.0,1.0,1
environment-a34b1a59b069,extracted,visible_violations,0,0,1.0,1.0,0
environment-a34b1a59b069,extracted,never,0,0,1.0,1.0,0
environment-b10c2ad002c7,clean,always,1,0,1.0,1.0,1
environment-b10c2ad002c7,clean,visible_violations,0,0,1.0,1.0,0
environment-b10c2ad002c7,clean,never,0,0,1.0,1.0,0
environment-b10c2ad002c7,extracted,always,1,0,1.0,1.0,1
environment-b10c2ad002c7,extracted,visible_violations,0,0,1.0,1.0,0
environment-b10c2ad002c7,extracted,never,0,0,1.0,1.0,0
environment-b46968fd65e3,clean,always,1,0,1.0,1.0,1
environment-b46968fd65e3,clean,visible_violations,0,0,1.0,1.0,0
environment-b46968fd65e3,clean,never,0,0,1.0,1.0,0
environment-b46968fd65e3,extracted,always,1,0,1.0,1.0,1
environment-b46968fd65e3,extracted,visible_violations,0,0,1.0,1.0,0
environment-b46968fd65e3,extracted,never,0,0,1.0,1.0,0
environment-ba287414223a,clean,always,1,0,1.0,1.0,1
environment-ba287414223a,clean,visible_violations,0,0,1.0,1.0,0
environment-ba287414223a,clean,never,0,0,1.0,1.0,0
environment-ba287414223a,extracted,always,1,0,1.0,1.0,1
environment-ba287414223a,extracted,visible_violations,0,0,1.0,1.0,0
environment-ba287414223a,extracted,never,0,0,1.0,1.0,0
environment-be1577847f91,clean,always,1,0,1.0,1.0,1
environment-be1577847f91,clean,visible_violations,0,0,1.0,1.0,0
environment-be1577847f91,clean,never,0,0,1.0,1.0,0
environment-be1577847f91,extracted,always,1,0,1.0,1.0,1
environment-be1577847f91,extracted,visible_violations,0,0,1.0,1.0,0
environment-be1577847f91,extracted,never,0,0,1.0,1.0,0
environment-c319ffb1ccdb,clean,always,1,0,1.0,1.0,1
environment-c319ffb1ccdb,clean,visible_violations,0,0,1.0,1.0,0
environment-c319ffb1ccdb,clean,never,0,0,1.0,1.0,0
environment-c319ffb1ccdb,extracted,always,1,0,1.0,1.0,1
environment-c319ffb1ccdb,extracted,visible_violations,0,0,1.0,1.0,0
environment-c319ffb1ccdb,extracted,never,0,0,1.0,1.0,0
environment-c5faa69a302d,clean,always,1,0,1.0,1.0,1
environment-c5faa69a302d,clean,visible_violations,0,0,1.0,1.0,0
environment-c5faa69a302d,clean,never,0,0,1.0,1.0,0
environment-c5faa69a302d,extracted,always,1,0,1.0,1.0,1
environment-c5faa69a302d,extracted,visible_violations,0,0,1.0,1.0,0
environment-c5faa69a302d,extracted,never,0,0,1.0,1.0,0
environment-cd30ae6d9612,clean,always,1,0,1.0,1.0,1
environment-cd30ae6d9612,clean,visible_violations,0,0,1.0,1.0,0
environment-cd30ae6d9612,clean,never,0,0,1.0,1.0,0
environment-cd30ae6d9612,extracted,always,1,0,1.0,1.0,1
environment-cd30ae6d9612,extracted,visible_violations,0,0,1.0,1.0,0
environment-cd30ae6d9612,extracted,never,0,0,1.0,1.0,0
environment-d07bfc701074,clean,always,1,0,1.0,1.0,1
environment-d07bfc701074,clean,visible_violations,0,0,1.0,1.0,0
environment-d07bfc701074,clean,never,0,0,1.0,1.0,0
environment-d07bfc701074,extracted,always,1,0,1.0,1.0,1
environment-d07bfc701074,extracted,visible_violations,0,0,1.0,1.0,0
environment-d07bfc701074,extracted,never,0,0,1.0,1.0,0
environment-d0a4c0b22648,clean,always,1,0,1.0,1.0,1
environment-d0a4c0b22648,clean,visible_violations,0,0,1.0,1.0,0
environment-d0a4c0b22648,clean,never,0,0,1.0,1.0,0
environment-d0a4c0b22648,extracted,always,1,0,1.0,1.0,1
environment-d0a4c0b22648,extracted,visible_violations,0,0,1.0,1.0,0
environment-d0a4c0b22648,extracted,never,0,0,1.0,1.0,0
environment-d1003fff57d3,clean,always,1,0,1.0,1.0,1
environment-d1003fff57d3,clean,visible_violations,0,0,1.0,1.0,0
environment-d1003fff57d3,clean,never,0,0,1.0,1.0,0
environment-d1003fff57d3,extracted,always,1,0,1.0,1.0,1
environment-d1003fff57d3,extracted,visible_violations,0,0,1.0,1.0,0
environment-d1003fff57d3,extracted,never,0,0,1.0,1.0,0
environment-d85e94093ccf,clean,always,1,0,1.0,1.0,1
environment-d85e94093ccf,clean,visible_violations,0,0,1.0,1.0,0
environment-d85e94093ccf,clean,never,0,0,1.0,1.0,0
environment-d85e94093ccf,extracted,always,1,0,1.0,1.0,1
environment-d85e94093ccf,extracted,visible_violations,0,0,1.0,1.0,0
environment-d85e94093ccf,extracted,never,0,0,1.0,1.0,0
environment-d9632e3ceaea,clean,always,1,0,1.0,1.0,1
environment-d9632e3ceaea,clean,visible_violations,0,0,1.0,1.0,0
environment-d9632e3ceaea,clean,never,0,0,1.0,1.0,0
environment-d9632e3ceaea,extracted,always,1,0,1.0,1.0,1
environment-d9632e3ceaea,extracted,visible_violations,0,0,1.0,1.0,0
environment-d9632e3ceaea,extracted,never,0,0,1.0,1.0,0
environment-e6d105bc6108,clean,always,1,0,1.0,1.0,1
environment-e6d105bc6108,clean,visible_violations,0,0,1.0,1.0,0
environment-e6d105bc6108,clean,never,0,0,1.0,1.0,0
environment-e6d105bc6108,extracted,always,1,0,1.0,1.0,1
environment-e6d105bc6108,extracted,visible_violations,0,0,1.0,1.0,0
environment-e6d105bc6108,extracted,never,0,0,1.0,1.0,0
environment-e8fa022eb8f4,clean,always,1,0,1.0,1.0,1
environment-e8fa022eb8f4,clean,visible_violations,0,0,1.0,1.0,0
environment-e8fa022eb8f4,clean,never,0,0,1.0,1.0,0
environment-e8fa022eb8f4,extracted,always,1,0,1.0,1.0,1
environment-e8fa022eb8f4,extracted,visible_violations,0,0,1.0,1.0,0
environment-e8fa022eb8f4,extracted,never,0,0,1.0,1.0,0
environment-e93e62a9c5dc,clean,always,1,0,1.0,1.0,1
environment-e93e62a9c5dc,clean,visible_violations,0,0,1.0,1.0,0
environment-e93e62a9c5dc,clean,never,0,0,1.0,1.0,0
environment-e93e62a9c5dc,extracted,always,1,0,1.0,1.0,1
environment-e93e62a9c5dc,extracted,visible_violations,0,0,1.0,1.0,0
environment-e93e62a9c5dc,extracted,never,0,0,1.0,1.0,0
environment-e9800521eb9e,clean,always,1,0,1.0,1.0,1
environment-e9800521eb9e,clean,visible_violations,0,0,1.0,1.0,0
environment-e9800521eb9e,clean,never,0,0,1.0,1.0,0
environment-e9800521eb9e,extracted,always,1,0,1.0,1.0,1
environment-e9800521eb9e,extracted,visible_violations,0,0,1.0,1.0,0
environment-e9800521eb9e,extracted,never,0,0,1.0,1.0,0
environment-ea4bd75fc6b6,clean,always,1,0,1.0,1.0,1
environment-ea4bd75fc6b6,clean,visible_violations,0,0,1.0,1.0,0
environment-ea4bd75fc6b6,clean,never,0,0,1.0,1.0,0
environment-ea4bd75fc6b6,extracted,always,1,0,1.0,1.0,1
environment-ea4bd75fc6b6,extracted,visible_violations,0,0,1.0,1.0,0
environment-ea4bd75fc6b6,extracted,never,0,0,1.0,1.0,0
environment-eaf5a5cb5f20,clean,always,1,0,1.0,1.0,1
environment-eaf5a5cb5f20,clean,visible_violations,0,0,1.0,1.0,0
environment-eaf5a5cb5f20,clean,never,0,0,1.0,1.0,0
environment-eaf5a5cb5f20,extracted,always,1,0,1.0,1.0,1
environment-eaf5a5cb5f20,extracted,visible_violations,0,0,1.0,1.0,0
environment-eaf5a5cb5f20,extracted,never,0,0,1.0,1.0,0
environment-eb202076a891,clean,always,1,0,1.0,1.0,1
environment-eb202076a891,clean,visible_violations,0,0,1.0,1.0,0
environment-eb202076a891,clean,never,0,0,1.0,1.0,0
environment-eb202076a891,extracted,always,1,0,1.0,1.0,1
environment-eb202076a891,extracted,visible_violations,0,0,1.0,1.0,0
environment-eb202076a891,extracted,never,0,0,1.0,1.0,0
environment-eba5ef1e95ca,clean,always,1,0,1.0,1.0,1
environment-eba5ef1e95ca,clean,visible_violations,0,0,1.0,1.0,0
environment-eba5ef1e95ca,clean,never,0,0,1.0,1.0,0
environment-eba5ef1e95ca,extracted,always,1,0,1.0,1.0,1
environment-eba5ef1e95ca,extracted,visible_violations,0,0,1.0,1.0,0
environment-eba5ef1e95ca,extracted,never,0,0,1.0,1.0,0
environment-eeae7a82c6b7,clean,always,1,0,1.0,1.0,1
environment-eeae7a82c6b7,clean,visible_violations,0,0,1.0,1.0,0
environment-eeae7a82c6b7,clean,never,0,0,1.0,1.0,0
environment-eeae7a82c6b7,extracted,always,1,0,1.0,1.0,1
environment-eeae7a82c6b7,extracted,visible_violations,0,0,1.0,1.0,0
environment-eeae7a82c6b7,extracted,never,0,0,1.0,1.0,0
environment-f3188f3e4ca9,clean,always,1,0,1.0,1.0,1
environment-f3188f3e4ca9,clean,visible_violations,0,0,1.0,1.0,0
environment-f3188f3e4ca9,clean,never,0,0,1.0,1.0,0
environment-f3188f3e4ca9,extracted,always,1,0,1.0,1.0,1
environment-f3188f3e4ca9,extracted,visible_violations,0,0,1.0,1.0,0
