cohort,variant,case_id,initial_errors,final_errors,error_reduction,clean_fact_preservation,overrepair_rate,triple_precision,triple_recall,triple_f1,exact_match,repair,applied,trials
controlled,learned_relative,environment-243394657c39,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-269d6428ec21,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-269d6428ec21,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-269d6428ec21,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-269d6428ec21,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-29ecdbb5e2da,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-29ecdbb5e2da,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-29ecdbb5e2da,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-29ecdbb5e2da,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-2fdd1fa18a3a,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-2fdd1fa18a3a,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-2fdd1fa18a3a,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-2fdd1fa18a3a,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-3167138e25d4,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-3167138e25d4,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-3167138e25d4,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-3167138e25d4,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-320f5d37ee44,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-320f5d37ee44,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-320f5d37ee44,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-320f5d37ee44,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-3881a05cffa1,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-3881a05cffa1,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-3881a05cffa1,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-3881a05cffa1,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-38fd486ef1b7,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-38fd486ef1b7,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-38fd486ef1b7,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-38fd486ef1b7,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-47f0150f2fe7,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_relative,environment-47f0150f2fe7,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_absolute,environment-47f0150f2fe7,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_relative,environment-47f0150f2fe7,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_absolute,environment-4c4fd0e3970b,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,uniform_relative,environment-4c4fd0e3970b,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_absolute,environment-4c4fd0e3970b,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_relative,environment-4c4fd0e3970b,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-4d5c3e883e7b,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,uniform_relative,environment-4d5c3e883e7b,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,learned_absolute,environment-4d5c3e883e7b,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,learned_relative,environment-4d5c3e883e7b,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,2,8
controlled,uniform_absolute,environment-5201f128f055,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-5201f128f055,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-5201f128f055,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-5201f128f055,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-53794df293b9,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-53794df293b9,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-53794df293b9,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-53794df293b9,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-549b9cc8bea3,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,uniform_relative,environment-549b9cc8bea3,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_absolute,environment-549b9cc8bea3,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_relative,environment-549b9cc8bea3,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-563aa7b5d8de,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,uniform_relative,environment-563aa7b5d8de,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,learned_absolute,environment-563aa7b5d8de,3.0,2.0,0.3333333333333333,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,0.0,0,4
controlled,learned_relative,environment-563aa7b5d8de,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,2,8
controlled,uniform_absolute,environment-5a0639970911,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-5a0639970911,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-5a0639970911,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-5a0639970911,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-5a3e503d4347,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-5a3e503d4347,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-5a3e503d4347,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-5a3e503d4347,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-5bad10ac94ad,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-5bad10ac94ad,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-5bad10ac94ad,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-5bad10ac94ad,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-5ea9b2dfede9,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_relative,environment-5ea9b2dfede9,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_absolute,environment-5ea9b2dfede9,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_relative,environment-5ea9b2dfede9,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_absolute,environment-6aa1a102a25b,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-6aa1a102a25b,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-6aa1a102a25b,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-6aa1a102a25b,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-6cce9316c04c,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,uniform_relative,environment-6cce9316c04c,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_absolute,environment-6cce9316c04c,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_relative,environment-6cce9316c04c,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-6db751ebec56,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-6db751ebec56,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-6db751ebec56,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-6db751ebec56,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-6dced1da4463,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-6dced1da4463,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-6dced1da4463,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-6dced1da4463,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-6e7826456f25,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-6e7826456f25,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-6e7826456f25,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-6e7826456f25,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-79cb9f7c7242,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-79cb9f7c7242,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-79cb9f7c7242,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-79cb9f7c7242,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-7a53fc223f49,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,uniform_relative,environment-7a53fc223f49,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,learned_absolute,environment-7a53fc223f49,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,learned_relative,environment-7a53fc223f49,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,uniform_absolute,environment-7cc9ffda6577,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-7cc9ffda6577,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-7cc9ffda6577,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-7cc9ffda6577,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-7fa21989e54b,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-7fa21989e54b,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-7fa21989e54b,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-7fa21989e54b,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-8133c6cc066f,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,uniform_relative,environment-8133c6cc066f,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_absolute,environment-8133c6cc066f,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_relative,environment-8133c6cc066f,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-83515ec171d1,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,uniform_relative,environment-83515ec171d1,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_absolute,environment-83515ec171d1,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,3
controlled,learned_relative,environment-83515ec171d1,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,1,6
controlled,uniform_absolute,environment-86fe686db66d,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-86fe686db66d,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-86fe686db66d,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-86fe686db66d,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-881c0e7d9761,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,uniform_relative,environment-881c0e7d9761,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,learned_absolute,environment-881c0e7d9761,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,learned_relative,environment-881c0e7d9761,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
controlled,uniform_absolute,environment-8f82d82a5158,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_relative,environment-8f82d82a5158,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_absolute,environment-8f82d82a5158,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,learned_relative,environment-8f82d82a5158,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0,2
controlled,uniform_absolute,environment-97367a3e7abe,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-97367a3e7abe,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-97367a3e7abe,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-97367a3e7abe,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
controlled,uniform_absolute,environment-97a02c0a8570,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_relative,environment-97a02c0a8570,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_absolute,environment-97a02c0a8570,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,learned_relative,environment-97a02c0a8570,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1
controlled,uniform_absolute,environment-9bc6c831d815,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,uniform_relative,environment-9bc6c831d815,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_absolute,environment-9bc6c831d815,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,2
controlled,learned_relative,environment-9bc6c831d815,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,4
