cohort,case_id,variant,initial_errors,final_errors,error_reduction,clean_fact_preservation,overrepair_rate,triple_precision,triple_recall,triple_f1,exact_match,repair,applied,trial_count,wall_seconds
controlled,environment-0c6bdf88582b,no_prior,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.0062321145087480545
controlled,environment-0c6bdf88582b,no_cost,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,1,2,0.007741179317235947
controlled,environment-0c6bdf88582b,no_density,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005650853738188744
controlled,environment-0c6bdf88582b,no_profile_bounds,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005549216642975807
controlled,environment-0c6bdf88582b,single_step,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005678505636751652
controlled,environment-0c6bdf88582b,no_rule_candidates,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005297880619764328
controlled,environment-0c6bdf88582b,rule_only,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,0,0.0029292870312929153
controlled,environment-0c6bdf88582b,no_local_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.00531749427318573
controlled,environment-0c6bdf88582b,no_graph_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005555848591029644
controlled,environment-0c6bdf88582b,no_source_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005686969496309757
controlled,environment-0cc2a07302ce,uniform_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.002993226982653141
controlled,environment-0cc2a07302ce,learned_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003344607539474964
controlled,environment-0cc2a07302ce,learned_trigger,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0011844374239444733
controlled,environment-0cc2a07302ce,no_prior,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029993904754519463
controlled,environment-0cc2a07302ce,no_cost,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.00300002284348011
controlled,environment-0cc2a07302ce,no_density,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003006267361342907
controlled,environment-0cc2a07302ce,no_profile_bounds,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029219789430499077
controlled,environment-0cc2a07302ce,single_step,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003039141185581684
controlled,environment-0cc2a07302ce,no_rule_candidates,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029648803174495697
controlled,environment-0cc2a07302ce,rule_only,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029281843453645706
controlled,environment-0cc2a07302ce,no_local_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.002988172695040703
controlled,environment-0cc2a07302ce,no_graph_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030185868963599205
controlled,environment-0cc2a07302ce,no_source_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003083503805100918
controlled,environment-114d47ef5968,uniform_always,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.002934505231678486
controlled,environment-114d47ef5968,learned_always,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0034051472321152687
controlled,environment-114d47ef5968,learned_trigger,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0011789379641413689
controlled,environment-114d47ef5968,no_prior,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031314175575971603
controlled,environment-114d47ef5968,no_cost,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030463282018899918
controlled,environment-114d47ef5968,no_density,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029176054522395134
controlled,environment-114d47ef5968,no_profile_bounds,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.002995198592543602
controlled,environment-114d47ef5968,single_step,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030895154923200607
controlled,environment-114d47ef5968,no_rule_candidates,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003062068484723568
controlled,environment-114d47ef5968,rule_only,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003036930225789547
controlled,environment-114d47ef5968,no_local_score,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0029706191271543503
controlled,environment-114d47ef5968,no_graph_score,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0035427138209342957
controlled,environment-114d47ef5968,no_source_score,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003040354698896408
controlled,environment-131aae4a913e,uniform_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003063444048166275
controlled,environment-131aae4a913e,learned_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0034440625458955765
controlled,environment-131aae4a913e,learned_trigger,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0011760042980313301
controlled,environment-131aae4a913e,no_prior,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003106878139078617
controlled,environment-131aae4a913e,no_cost,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030209356918931007
controlled,environment-131aae4a913e,no_density,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030820416286587715
controlled,environment-131aae4a913e,no_profile_bounds,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003177463077008724
controlled,environment-131aae4a913e,single_step,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003116300329566002
controlled,environment-131aae4a913e,no_rule_candidates,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031482940539717674
controlled,environment-131aae4a913e,rule_only,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003091847524046898
controlled,environment-131aae4a913e,no_local_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0030915262177586555
controlled,environment-131aae4a913e,no_graph_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003043346107006073
controlled,environment-131aae4a913e,no_source_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003031337633728981
controlled,environment-1c5352baae54,uniform_always,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005572390742599964
controlled,environment-1c5352baae54,learned_always,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005594324320554733
controlled,environment-1c5352baae54,learned_trigger,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005601199343800545
controlled,environment-1c5352baae54,no_prior,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005367139354348183
controlled,environment-1c5352baae54,no_cost,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,1,2,0.0063833314925432205
controlled,environment-1c5352baae54,no_density,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005457274615764618
controlled,environment-1c5352baae54,no_profile_bounds,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005379571579396725
controlled,environment-1c5352baae54,single_step,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.0054990919306874275
controlled,environment-1c5352baae54,no_rule_candidates,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006042633205652237
controlled,environment-1c5352baae54,rule_only,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,0,0.0028254780918359756
controlled,environment-1c5352baae54,no_local_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005401426926255226
controlled,environment-1c5352baae54,no_graph_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005225237458944321
controlled,environment-1c5352baae54,no_source_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.0054580699652433395
controlled,environment-1c5e4f114bd3,uniform_always,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006071083247661591
controlled,environment-1c5e4f114bd3,learned_always,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006429796107113361
controlled,environment-1c5e4f114bd3,learned_trigger,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.0066965604200959206
controlled,environment-1c5e4f114bd3,no_prior,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.011118059977889061
controlled,environment-1c5e4f114bd3,no_cost,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,1,2,0.008335203863680363
controlled,environment-1c5e4f114bd3,no_density,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006179017014801502
controlled,environment-1c5e4f114bd3,no_profile_bounds,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.00601862370967865
controlled,environment-1c5e4f114bd3,single_step,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006040416657924652
controlled,environment-1c5e4f114bd3,no_rule_candidates,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006107334978878498
controlled,environment-1c5e4f114bd3,rule_only,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,0,0.0032806945964694023
controlled,environment-1c5e4f114bd3,no_local_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006050768308341503
controlled,environment-1c5e4f114bd3,no_graph_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005874531343579292
controlled,environment-1c5e4f114bd3,no_source_score,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005942144431173801
controlled,environment-243394657c39,uniform_always,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.00604583416134119
controlled,environment-243394657c39,learned_always,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006511521525681019
controlled,environment-243394657c39,learned_trigger,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.0063284775242209435
controlled,environment-243394657c39,no_prior,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005977439694106579
controlled,environment-243394657c39,no_cost,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,1,2,0.007014348171651363
controlled,environment-243394657c39,no_density,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005828790366649628
controlled,environment-243394657c39,no_profile_bounds,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005942804738879204
controlled,environment-243394657c39,single_step,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005827505141496658
controlled,environment-243394657c39,no_rule_candidates,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005858665332198143
controlled,environment-243394657c39,rule_only,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,0,0.003182496875524521
controlled,environment-243394657c39,no_local_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.005863659083843231
controlled,environment-243394657c39,no_graph_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.006090037524700165
controlled,environment-243394657c39,no_source_score,3.0,3.0,0.0,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,0.0,0,2,0.00599372573196888
controlled,environment-269d6428ec21,uniform_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003160308115184307
controlled,environment-269d6428ec21,learned_always,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0036962153390049934
controlled,environment-269d6428ec21,learned_trigger,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0011944174766540527
controlled,environment-269d6428ec21,no_prior,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0033762874081730843
controlled,environment-269d6428ec21,no_cost,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031843502074480057
controlled,environment-269d6428ec21,no_density,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003221205435693264
controlled,environment-269d6428ec21,no_profile_bounds,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031967144459486008
controlled,environment-269d6428ec21,single_step,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032824911177158356
controlled,environment-269d6428ec21,no_rule_candidates,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031818198040127754
controlled,environment-269d6428ec21,rule_only,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003331713378429413
controlled,environment-269d6428ec21,no_local_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031603295356035233
controlled,environment-269d6428ec21,no_graph_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003164292313158512
controlled,environment-269d6428ec21,no_source_score,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0031152544543147087
controlled,environment-29ecdbb5e2da,uniform_always,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.008206979371607304
controlled,environment-29ecdbb5e2da,learned_always,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.010630594566464424
controlled,environment-29ecdbb5e2da,learned_trigger,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.010218354873359203
controlled,environment-29ecdbb5e2da,no_prior,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006186802871525288
controlled,environment-29ecdbb5e2da,no_cost,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006075291894376278
controlled,environment-29ecdbb5e2da,no_density,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.00603318028151989
controlled,environment-29ecdbb5e2da,no_profile_bounds,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.0061904797330498695
controlled,environment-29ecdbb5e2da,single_step,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006301607936620712
controlled,environment-29ecdbb5e2da,no_rule_candidates,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006168159656226635
controlled,environment-29ecdbb5e2da,rule_only,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,0,0.0045047178864479065
controlled,environment-29ecdbb5e2da,no_local_score,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006446178071200848
controlled,environment-29ecdbb5e2da,no_graph_score,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006203090772032738
controlled,environment-29ecdbb5e2da,no_source_score,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006037136539816856
controlled,environment-2fdd1fa18a3a,uniform_always,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005653301253914833
controlled,environment-2fdd1fa18a3a,learned_always,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006144026294350624
controlled,environment-2fdd1fa18a3a,learned_trigger,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.006891870871186256
controlled,environment-2fdd1fa18a3a,no_prior,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005807138979434967
controlled,environment-2fdd1fa18a3a,no_cost,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005639067851006985
controlled,environment-2fdd1fa18a3a,no_density,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005554554983973503
controlled,environment-2fdd1fa18a3a,no_profile_bounds,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005565818399190903
controlled,environment-2fdd1fa18a3a,single_step,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005711176432669163
controlled,environment-2fdd1fa18a3a,no_rule_candidates,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005674767307937145
controlled,environment-2fdd1fa18a3a,rule_only,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,0,0.0038998164236545563
controlled,environment-2fdd1fa18a3a,no_local_score,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005434565246105194
controlled,environment-2fdd1fa18a3a,no_graph_score,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.005408558063209057
controlled,environment-2fdd1fa18a3a,no_source_score,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5,0,1,0.00560937263071537
controlled,environment-3167138e25d4,uniform_always,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032820748165249825
controlled,environment-3167138e25d4,learned_always,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0036429567262530327
controlled,environment-3167138e25d4,learned_trigger,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0011278139427304268
controlled,environment-3167138e25d4,no_prior,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003217363730072975
controlled,environment-3167138e25d4,no_cost,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003176894038915634
controlled,environment-3167138e25d4,no_density,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032377829775214195
controlled,environment-3167138e25d4,no_profile_bounds,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032750889658927917
controlled,environment-3167138e25d4,single_step,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0033094100654125214
controlled,environment-3167138e25d4,no_rule_candidates,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.003230956383049488
controlled,environment-3167138e25d4,rule_only,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032239118590950966
controlled,environment-3167138e25d4,no_local_score,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5,0,0,0.0032590171322226524
