cohort,case_id,iteration,reason,utility,accepted,reference_f1_change,improves_reference,harms_reference
controlled,finance-a5483f04f340,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,finance-a5483f04f340,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,finance-a900d528b3fa,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-a900d528b3fa,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-bad6e73569ee,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-bb5fb7b7d03f,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-bb5fb7b7d03f,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-d1f7e7797294,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-d3a217f9eddd,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-d3a217f9eddd,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-d514846505b0,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-d514846505b0,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-d89ee01fffea,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-dd577eca5376,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-e4f32f55fcaa,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-e5cefe6486f6,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-e5cefe6486f6,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-ebe4be7a1419,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-ec0f916cd849,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,finance-ee6a443c2562,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,finance-ee6a443c2562,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-fb959eef6800,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,finance-fb959eef6800,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-08f42137d50f,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-10a48db0d2e7,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
controlled,government-123148e99b2a,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-1872a3147127,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-1872a3147127,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-1b02073ace3b,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-1b02073ace3b,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-2259afc0e111,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-267561303433,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-2b05bdf976f6,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-2fc4dd65e576,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-2fc4dd65e576,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-3235e3648e32,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-3235e3648e32,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-38d8e7495369,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-3973dc6cd196,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-3973dc6cd196,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-3a91e39dc5b5,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-3e9dd9632fa8,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-44de83980361,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-488d64df832f,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-4e8efca9eb4c,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-4e8efca9eb4c,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-584133fdecce,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-584133fdecce,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-5ceb8fb7d460,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-5ceb8fb7d460,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-6e3b3a7375ca,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-6e3b3a7375ca,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-75bedf0d3f3c,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-7e9b1177c4f5,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-82073dac50b0,1,non_positive_utility,-0.1252637977669639,False,0.0,False,False
controlled,government-82073dac50b0,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-8b3b3df5b753,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-8b3b3df5b753,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-8db3107c9690,1,non_positive_utility,-0.16693046443363047,False,-0.15384615384615385,False,True
controlled,government-8db3107c9690,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-8db3107c9690,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-9254d20b6e75,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-9254d20b6e75,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-980dec4afb3d,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-9f6008ad8a0e,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-9f6008ad8a0e,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-9f6d5783ec85,1,non_positive_utility,-0.13121617871934477,False,0.0,False,False
controlled,government-a5edaa7050d2,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,government-a5edaa7050d2,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,government-ada4294cd92d,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-af42e795d1d9,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-b02c90047f00,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-b02c90047f00,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-b396117a0806,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-b7c8f18f7b98,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-b7c8f18f7b98,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-b7c8f18f7b98,1,quality_regression:S_sem,-0.2085971311002972,False,-0.15384615384615385,False,True
controlled,government-bc56e9dd7d05,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-bc56e9dd7d05,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-c0e6b8597822,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-c0e6b8597822,1,non_positive_utility,-0.05597808348124961,False,-0.05494505494505486,False,True
controlled,government-ca398e1837f1,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-d40628573562,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-db75dcfe1831,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-e4c52ac70bcc,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-e4c52ac70bcc,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-ed224b645343,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-eff0fd772bef,1,non_positive_utility,-0.05597808348124961,False,-0.05494505494505486,False,True
controlled,government-eff0fd772bef,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-f6d9be90456b,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-f6ff98e6b329,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-f6ff98e6b329,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-f75d2fddf269,1,non_positive_utility,-0.1252637977669639,False,0.15384615384615385,True,False
controlled,government-f75d2fddf269,1,non_positive_utility,-0.05597808348124961,False,0.08791208791208793,True,False
controlled,government-f8716e13e115,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-f8e7519208bb,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571429,True,False
controlled,government-ff34311b9ccd,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,government-ff34311b9ccd,1,non_positive_utility,-0.13121617871934477,False,0.1428571428571428,True,False
controlled,government-ff34311b9ccd,1,quality_regression:S_sem,-0.20264475014791633,False,-0.1428571428571429,False,True
natural,government-10a48db0d2e7,1,non_positive_utility,-0.16693046443363047,False,0.1428571428571428,True,False
natural,government-10a48db0d2e7,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-123148e99b2a,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-123148e99b2a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-123148e99b2a,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-123148e99b2a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-123148e99b2a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-123148e99b2a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-123148e99b2a,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-1d0146f05f63,1,non_positive_utility,-0.1790018930050591,False,-0.04761904761904767,False,True
natural,government-1d0146f05f63,1,non_positive_utility,-0.2022291657323319,False,-0.15873015873015872,False,True
natural,government-2259afc0e111,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-27ceaef34223,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-27ceaef34223,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-2b05bdf976f6,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-2b05bdf976f6,1,accepted,0.18806953556636952,True,0.25,True,False
natural,government-2b05bdf976f6,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-2b05bdf976f6,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-2b05bdf976f6,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-2b05bdf976f6,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-2b05bdf976f6,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-2fc4dd65e576,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-2fc4dd65e576,1,non_positive_utility,-0.1835018930050591,False,-0.12605042016806733,False,True
natural,government-3235e3648e32,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-3235e3648e32,1,accepted,0.18806953556636952,True,0.25,True,False
natural,government-3235e3648e32,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-3235e3648e32,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-3235e3648e32,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-3235e3648e32,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-3235e3648e32,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-3e9dd9632fa8,1,non_positive_utility,-0.13121617871934477,False,0.0,False,False
natural,government-3e9dd9632fa8,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-488d64df832f,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-488d64df832f,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-546aaf79e226,1,non_positive_utility,-0.0574661787193448,False,-0.04761904761904767,False,True
natural,government-6d75a9f8f58a,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-6d75a9f8f58a,1,accepted,0.18806953556636952,True,0.25,True,False
natural,government-6d75a9f8f58a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-6d75a9f8f58a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-6d75a9f8f58a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-6d75a9f8f58a,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-6d75a9f8f58a,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-7e9b1177c4f5,1,non_positive_utility,-0.13121617871934477,False,0.0,False,False
natural,government-7e9b1177c4f5,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-8ddba1d9acf7,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-8ddba1d9acf7,1,quality_regression:S_sem,-0.20264475014791616,False,0.0,False,False
natural,government-9254d20b6e75,1,non_positive_utility,-0.16527967078283679,False,-0.08928571428571419,False,True
natural,government-9254d20b6e75,1,non_positive_utility,-0.2022291657323319,False,-0.15873015873015872,False,True
natural,government-980dec4afb3d,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
