cohort,case_id,domain,proposal_status,input_f1,preprocessed_f1,preprocessed_exact,preprocessed_missing_occurrences,preprocessed_extra_occurrences,missing_relation_fields,raw_proposal_f1,optimizer_f1,no_cost_f1,oracle_f1,oracle_potential,oracle_candidates,oracle_subsets,oracle_selected,initial_no_violations,stopped_reason,accepted,no_cost_accepted
controlled,environment-47f0150f2fe7,environment,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,environment-4c4fd0e3970b,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-4d5c3e883e7b,environment,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,environment-5201f128f055,environment,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-53794df293b9,environment,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-549b9cc8bea3,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-563aa7b5d8de,environment,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,environment-5a0639970911,environment,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-5a3e503d4347,environment,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-5bad10ac94ad,environment,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-5ea9b2dfede9,environment,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,environment-6aa1a102a25b,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-6cce9316c04c,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-6db751ebec56,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-6dced1da4463,environment,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-6e7826456f25,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-79cb9f7c7242,environment,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-7a53fc223f49,environment,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,environment-7cc9ffda6577,environment,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-7fa21989e54b,environment,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-8133c6cc066f,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-83515ec171d1,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-86fe686db66d,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-881c0e7d9761,environment,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,environment-8f82d82a5158,environment,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,environment-97367a3e7abe,environment,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-97a02c0a8570,environment,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-9bc6c831d815,environment,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-9c3ab0518483,environment,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,environment-9d45c9c3e169,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-9db536bb5481,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-a27e6935c7d3,environment,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,environment-a34b1a59b069,environment,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-b10c2ad002c7,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-b46968fd65e3,environment,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,environment-ba287414223a,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-be1577847f91,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-c319ffb1ccdb,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-c5faa69a302d,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-cd30ae6d9612,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-d07bfc701074,environment,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-d0a4c0b22648,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-d1003fff57d3,environment,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-d85e94093ccf,environment,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-d9632e3ceaea,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-e6d105bc6108,environment,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-e8fa022eb8f4,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-e93e62a9c5dc,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-e9800521eb9e,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-ea4bd75fc6b6,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-eaf5a5cb5f20,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-eb202076a891,environment,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-eba5ef1e95ca,environment,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,environment-eeae7a82c6b7,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-f3188f3e4ca9,environment,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,environment-f3b91239aa3d,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-f5e29159a058,environment,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,environment-f73871bd51ba,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-fab407a396a1,environment,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,environment-fe552181f4cc,environment,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-0258ae926423,finance,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-0578051bec55,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-0599b493f8df,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-0940112f81b2,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-0ece511b91b7,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-11d9ca639481,finance,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-181bbc50a53b,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-1d7bb07a73aa,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-2c5481123672,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-2f5191a50246,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-31f9ee73acbf,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-323400020ae8,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-37536b6f83b2,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-396b0d02c4c1,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-39b9d6db8c9e,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-3bcd31489d79,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-3e0d22d382e3,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-40192c28bd08,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-47fc6b850968,finance,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-48ea238a01c0,finance,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,finance-4a22308e43a6,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-4ff4450cf2b3,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-5179b466c23a,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-5199d42b0532,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-520d023d07ef,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-5545d33c1ef2,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-581016adab6a,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-592539c48ee2,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-59275155982c,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-5a5fd68db3d7,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-64518520eadc,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-66beaf013776,finance,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-6a47f782244b,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-6b8de3f87f41,finance,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-6fa9c9e7a6f6,finance,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-73dd7d6d78cf,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-75558a639292,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-78f460e94d77,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-79b78aabe361,finance,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-79d05b4fd693,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-7a3abe60b8c1,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-7bafc5095d7a,finance,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-80ef2586c066,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-81030330ed63,finance,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-84efec7f73d8,finance,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,finance-931a8626ef8a,finance,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-97d47c18ea2b,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-97f957049a10,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-9a945f147086,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-9ceb7891c03a,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-9f847b0db31e,finance,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,finance-a5483f04f340,finance,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,finance-a6cc2cb52688,finance,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-a745080223bf,finance,ok,0.8571428571428571,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-a900d528b3fa,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-b1a8a06efabf,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-bad6e73569ee,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-bb5fb7b7d03f,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-c895a4eeedf3,finance,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,finance-d1f7e7797294,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-d3a217f9eddd,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-d514846505b0,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-d89ee01fffea,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-d96d6b7bc0af,finance,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-dab29f031fec,finance,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,finance-db344b3c5597,finance,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-dd577eca5376,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
