policy,run_seed,scenario_seed,step,state,action_id,action,reward,next_state,done,q_graph,q_rule,normalized_joint,edits,calls,defects,rule_count
Random,0,900000,11,"[0.932692289352417, 0.9927140474319458, 0.9517304301261902, 0.9963570237159729, 0.8780487775802612, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.14814814925193787, 0.4444444477558136, 1.0, 0.3333333432674408]",4,deletion_rule_generation,-0.008821829268292756,"[0.932692289352417, 0.9927140474319458, 0.9517304301261902, 0.9963570237159729, 0.84375, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.14814814925193787, 0.3888888955116272, 1.0, 0.6666666865348816]",False,0.9695075035095215,0.9103125000000001,0.952594645363944,1,1,"{""dangling"": 4, ""duplicate"": 8, ""invalid_relation"": 53, ""isolated"": 63}",6
Random,0,900000,12,"[0.932692289352417, 0.9927140474319458, 0.9517304301261902, 0.9963570237159729, 0.84375, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.14814814925193787, 0.3888888955116272, 1.0, 0.6666666865348816]",7,low_precision_rule_pruning,0.012179827586206877,"[0.932692289352417, 0.9927140474319458, 0.9517304301261902, 0.9963570237159729, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.14814814925193787, 0.3333333432674408, 1.0, 0.0]",False,0.9695075035095215,0.9408620689655172,0.9613230936398061,2,0,"{""dangling"": 4, ""duplicate"": 8, ""invalid_relation"": 53, ""isolated"": 63}",4
Random,0,900000,13,"[0.932692289352417, 0.9927140474319458, 0.9517304301261902, 0.9963570237159729, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.14814814925193787, 0.3333333432674408, 1.0, 0.0]",3,dangling_edge_cleanup,0.0007152418518065518,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.2777777910232544, 1.0, 0.0]",False,0.9702827453613281,0.9408620689655172,0.9618768378196679,3,0,"{""dangling"": 1, ""duplicate"": 8, ""invalid_relation"": 53, ""isolated"": 63}",4
Random,0,900000,14,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.2777777910232544, 1.0, 0.0]",6,mixed_rule_generation,-0.01543799831791412,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.8780487775802612, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.2222222238779068, 1.0, 0.3333333432674408]",False,0.9702827453613281,0.9223170731707317,0.9565782675925864,1,2,"{""dangling"": 1, ""duplicate"": 8, ""invalid_relation"": 53, ""isolated"": 63}",5
Random,0,900000,15,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.8780487775802612, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.2222222238779068, 1.0, 0.3333333432674408]",5,augmentation_rule_generation,-0.012401374722838285,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.8181818127632141, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.1666666716337204, 1.0, 0.6666666865348816]",False,0.9702827453613281,0.9013636363636364,0.9505915713619876,1,1,"{""dangling"": 1, ""duplicate"": 8, ""invalid_relation"": 53, ""isolated"": 63}",6
Random,0,900000,16,"[0.932692289352417, 0.992694079875946, 0.9515981674194336, 0.9990867376327515, 0.8181818127632141, 0.8999999761581421, 1.0, 1.0, 0.14035087823867798, 1.0, 0.03703703731298447, 0.1666666716337204, 1.0, 0.6666666865348816]",2,relation_repair,0.007579176530838146,"[0.932692289352417, 0.9899543523788452, 0.9808219075202942, 0.9990867376327515, 0.8181818127632141, 0.8999999761581421, 1.0, 1.0, 0.19298245012760162, 0.3962264060974121, 0.03703703731298447, 0.1111111119389534, 1.0, 0.6666666865348816]",False,0.9785019218921661,0.9013636363636364,0.9564624117411578,32,0,"{""dangling"": 1, ""duplicate"": 11, ""invalid_relation"": 21, ""isolated"": 63}",6
Random,0,900000,17,"[0.932692289352417, 0.9899543523788452, 0.9808219075202942, 0.9990867376327515, 0.8181818127632141, 0.8999999761581421, 1.0, 1.0, 0.19298245012760162, 0.3962264060974121, 0.03703703731298447, 0.1111111119389534, 1.0, 0.6666666865348816]",4,deletion_rule_generation,-0.008200491041805067,"[0.932692289352417, 0.9899543523788452, 0.9808219075202942, 0.9990867376327515, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 0.19298245012760162, 0.3962264060974121, 0.03703703731298447, 0.0555555559694767, 1.0, 1.0]",False,0.9785019218921661,0.890912408759124,0.953476346711297,1,1,"{""dangling"": 1, ""duplicate"": 11, ""invalid_relation"": 21, ""isolated"": 63}",7
Random,0,900000,18,"[0.932692289352417, 0.9899543523788452, 0.9808219075202942, 0.9990867376327515, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 0.19298245012760162, 0.3962264060974121, 0.03703703731298447, 0.0555555559694767, 1.0, 1.0]",0,isolation_cleanup,0.007133610000610618,"[0.9721603393554688, 0.9899543523788452, 0.9808219075202942, 0.9990867376327515, 0.7883211970329285, 0.8999999761581421, 1.0, 0.3968254029750824, 0.19298245012760162, 0.3962264060974121, 0.03703703731298447, 0.0, 1.0, 1.0]",True,0.9863955318927765,0.890912408759124,0.959114639568876,38,0,"{""dangling"": 1, ""duplicate"": 11, ""invalid_relation"": 21, ""isolated"": 25}",7
Enhancement Only,0,900000,1,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,2,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,3,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.0, 0.0]",2,relation_repair,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,4,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 0.0, 0.0]",3,dangling_edge_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,5,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,6,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,7,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 0.0, 0.0]",2,relation_repair,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,8,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 0.0, 0.0]",3,dangling_edge_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5555555820465088, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,9,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5555555820465088, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,10,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.4444444477558136, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,11,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.4444444477558136, 0.0, 0.0]",2,relation_repair,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.3888888955116272, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,12,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.3888888955116272, 0.0, 0.0]",3,dangling_edge_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.3333333432674408, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,13,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.3333333432674408, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.2777777910232544, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,14,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.2777777910232544, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.2222222238779068, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,15,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.2222222238779068, 0.0, 0.0]",2,relation_repair,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.1666666716337204, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,16,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.1666666716337204, 0.0, 0.0]",3,dangling_edge_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.1111111119389534, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,17,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.1111111119389534, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0555555559694767, 0.0, 0.0]",False,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Enhancement Only,0,900000,18,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0555555559694767, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",True,0.9562820255756378,0.0,0.6830585896968842,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",0
Rule Only,0,900000,1,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",4,deletion_rule_generation,0.18782482758620692,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.22499999403953552, 0.25, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.25, 0.0]",False,0.9562820255756378,0.4796120689655172,0.8200906094013177,1,1,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",1
Rule Only,0,900000,2,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.22499999403953552, 0.25, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.25, 0.0]",5,augmentation_rule_generation,0.05748000000000011,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.5, 0.0]",False,0.9562820255756378,0.6333620689655173,0.8640191808298892,1,1,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",2
Rule Only,0,900000,3,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.5, 0.0]",6,mixed_rule_generation,0.11495999999999977,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 1.0, 0.0]",False,0.9562820255756378,0.9408620689655172,0.9518763236870319,2,2,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",4
Rule Only,0,900000,4,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 1.0, 0.0]",7,low_precision_rule_pruning,0.0,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 1.0, 0.0]",False,0.9562820255756378,0.9408620689655172,0.9518763236870319,0,0,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",4
Rule Only,0,900000,5,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 1.0, 0.0]",4,deletion_rule_generation,-0.00940614990025632,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 1.0, 0.3333333432674408]",False,0.9562820255756378,0.9273966942148761,0.9480290737582774,1,1,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",5
Rule Only,0,900000,6,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 1.0, 0.3333333432674408]",5,augmentation_rule_generation,-0.012670985378258146,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 1.0, 0.6666666865348816]",False,0.9562820255756378,0.9057692307692309,0.941849798488093,1,1,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",6
Rule Only,0,900000,7,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 1.0, 0.6666666865348816]",6,mixed_rule_generation,-0.013962728804042784,"[0.932692289352417, 0.9512820243835449, 0.9547008275985718, 0.9769230484962463, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 1.0, 1.0]",False,0.9562820255756378,0.890912408759124,0.937604992199491,1,2,"{""dangling"": 27, ""duplicate"": 57, ""invalid_relation"": 53, ""isolated"": 63}",7
