algorithm,seed,episode,epsilon,reward,loss,steps,final_joint,q_graph,q_rule
DQN,10000,29,0.8976923076923077,0.3775157294569345,0.0007312418068371093,18,0.9779854571349517,0.9928348124027253,0.9408620689655172
DQN,10000,30,0.8940384615384616,0.3755734464083042,0.000693322072038427,18,0.9772294999402145,0.9917764723300934,0.9408620689655172
DQN,10000,31,0.8903846153846153,0.36505202909546175,0.000803010140468056,18,0.9656756889621211,0.9955810010433197,0.890912408759124
DQN,10000,32,0.8867307692307692,0.32288309408264426,0.0005439233354991302,18,0.9581552006318249,0.9850523173809052,0.890912408759124
DQN,10000,33,0.8830769230769231,0.38743403200248183,0.0006437049289363333,18,0.9784112088551076,0.9934308648109436,0.9408620689655172
DQN,10000,34,0.879423076923077,0.35649563771346504,0.0005198280786215845,18,0.968491212082614,0.9795428693294526,0.9408620689655172
DQN,10000,35,0.8757692307692307,0.3725056002682011,0.00047880461271334853,18,0.9717722834361141,0.9915543675422669,0.9223170731707317
DQN,10000,36,0.8721153846153846,0.3631390981357854,0.0004958946818886842,18,0.968453888502686,0.9869086146354675,0.9223170731707317
DQN,10000,37,0.8684615384615384,0.3651250570201874,0.0004212349481854795,18,0.9667985943113057,0.9865580320358277,0.9174
DQN,10000,38,0.8648076923076924,0.3304146885879543,0.00035791955977199704,18,0.9564310511322042,0.9826385080814362,0.890912408759124
DQN,10000,39,0.8611538461538462,0.3500285627716345,0.00041434153051037964,18,0.9642540728547434,0.9810288727283478,0.9223170731707317
DQN,10000,40,0.8575,0.3198454427771133,0.00035021109781357355,18,0.9542145290003196,0.9753548860549928,0.9013636363636364
DQN,10000,41,0.8538461538461538,0.3259296028988177,0.00035955370630189363,18,0.9531544026437698,0.9721084713935852,0.9057692307692309
DQN,10000,42,0.8501923076923077,0.35822971934417175,0.0003055357172140955,18,0.9717503046519651,0.9841055989265441,0.9408620689655172
DQN,10000,43,0.8465384615384616,0.3596797176940946,0.0002976467981675847,18,0.9627384188998107,0.9914688229560853,0.890912408759124
DQN,10000,44,0.8428846153846155,0.3386711193370818,0.0003217664416297339,18,0.9606240509237564,0.9807486712932587,0.9103125000000001
DQN,10000,45,0.8392307692307692,0.3528983663433354,0.0002432849962335442,18,0.9699474744638916,0.9889996349811554,0.9223170731707317
DQN,10000,46,0.8355769230769231,0.3806563198862404,0.00022727778317251554,18,0.9728059582581075,0.9855835139751434,0.9408620689655172
DQN,10000,47,0.831923076923077,0.37453034995177686,0.0002534260315264368,18,0.9756083430092911,0.9895068526268005,0.9408620689655172
DQN,10000,48,0.8282692307692308,0.37208670968707025,0.0001953280585035423,18,0.9726928729171953,0.9928431928157806,0.9223170731707317
DQN,10000,49,0.8246153846153846,0.3521593061075538,0.00022947459324819242,18,0.9729947644853827,0.9858478426933289,0.9408620689655172
DQN,10000,50,0.8209615384615385,0.3495989831829069,0.00019935227990370348,18,0.967947017976216,0.9910008251667023,0.9103125000000001
DQN,10000,51,0.8173076923076923,0.3408182778900425,0.00015159047082609808,18,0.9611315089817247,0.9766572833061219,0.9223170731707317
DQN,10000,52,0.8136538461538462,0.3646742339567705,0.0001358605713903671,18,0.9608759994475874,0.9846809446811676,0.9013636363636364
DQN,10000,53,0.81,0.33771224101165237,0.00013870873428661272,18,0.9587407564647094,0.9658922314643861,0.9408620689655172
DQN,10000,54,0.8063461538461538,0.35010710920985166,0.00012101623684025576,18,0.9703482092631405,0.9895606637001038,0.9223170731707317
DQN,10000,55,0.8026923076923077,0.3750118299494117,0.00010799493369025488,18,0.9746044347497631,0.9881013810634613,0.9408620689655172
DQN,10000,56,0.7990384615384616,0.3650523880767819,0.00011959842797498115,18,0.9689505646637507,0.989570790529251,0.9174
DQN,10000,57,0.7953846153846154,0.3521510004721013,8.257134282353541e-05,18,0.9636914799424815,0.9728232443332672,0.9408620689655172
DQN,10000,58,0.7917307692307692,0.36632493268111643,7.490467214665841e-05,18,0.973734986053899,0.9868841528892517,0.9408620689655172
DQN,10000,59,0.7880769230769231,0.3419168305206297,6.0879294526077705e-05,18,0.962825599881581,0.9809958398342132,0.9174
DQN,10000,60,0.7844230769230769,0.35913965387443,6.657966938898123e-05,18,0.9658380560745747,0.9758284509181976,0.9408620689655172
DQN,10000,61,0.7807692307692308,0.36605484932044435,8.80578204992667e-05,18,0.9735421352257282,0.9866141617298125,0.9408620689655172
DQN,10000,62,0.7771153846153847,0.35580416246512836,8.4077784372817e-05,18,0.9732194867686098,0.9861624538898468,0.9408620689655172
DQN,10000,63,0.7734615384615384,0.3632936768827768,5.045367652201094e-05,18,0.9646715378291503,0.9741953253746033,0.9408620689655172
DQN,10000,64,0.7698076923076923,0.38323918909171517,4.458975985875845e-05,18,0.9780778060170817,0.9929641008377076,0.9408620689655172
DQN,10000,65,0.7661538461538462,0.33261545005152066,4.2751970290232246e-05,18,0.9561138350031876,0.967600691318512,0.9273966942148761
DQN,10000,66,0.7625,0.34889656045036604,4.411496724464491e-05,18,0.9611112078399681,0.9891907274723054,0.890912408759124
DQN,10000,67,0.7588461538461538,0.34348993321517407,5.382642434091799e-05,18,0.9665375591557602,0.9768077552318573,0.9408620689655172
DQN,10000,68,0.7551923076923077,0.39158689513305145,4.188111890673301e-05,18,0.9803036009795562,0.9960802137851715,0.9408620689655172
DQN,10000,69,0.7515384615384615,0.37503065061667856,3.181970219480313e-05,18,0.9696458988060506,0.9811594307422639,0.9408620689655172
DQN,10000,70,0.7478846153846154,0.3656955997286169,2.793812372045876e-05,18,0.9705406241287738,0.9824120461940765,0.9408620689655172
DQN,10000,71,0.7442307692307693,0.35798471871896204,2.4243608246858155e-05,18,0.9651283353025263,0.9906342148780822,0.9013636363636364
DQN,10000,72,0.7405769230769231,0.3611604903404531,2.5819200345722493e-05,18,0.9654795277249685,0.9893636465072633,0.9057692307692309
DQN,10000,73,0.7369230769230769,0.36032184127161304,5.000753228361848e-05,18,0.9702745447248889,0.987425684928894,0.9273966942148761
DQN,10000,74,0.7332692307692308,0.33150664493637355,3.0574190683789006e-05,18,0.9530585351813201,0.9779169857501984,0.890912408759124
DQN,10000,75,0.7296153846153847,0.3569524902946695,2.5822694220146837e-05,18,0.9609198852356662,0.974329161643982,0.9273966942148761
DQN,10000,76,0.7259615384615385,0.37103595563033515,2.2768229630148402e-05,18,0.9749528409283738,0.9885891497135162,0.9408620689655172
DQN,10000,77,0.7223076923076923,0.36642294094393096,1.9814373192477637e-05,18,0.9658592625435581,0.9812442898750307,0.9273966942148761
DQN,10000,78,0.7186538461538461,0.34340741142580317,2.906199400361705e-05,18,0.9641232772644747,0.978813910484314,0.9273966942148761
DQN,10000,79,0.7150000000000001,0.38221813510993446,3.416046704134917e-05,18,0.979055713879064,0.9943331718444824,0.9408620689655172
DQN,10000,80,0.7113461538461539,0.374964348279032,2.363277771008951e-05,18,0.9760272274228741,0.9900932908058167,0.9408620689655172
DQN,10000,81,0.7076923076923076,0.3544290736682922,2.122680269975616e-05,18,0.963682169042862,0.9927900731563569,0.890912408759124
DQN,10000,82,0.7040384615384616,0.3694004900656074,1.8996796370629454e-05,18,0.9793598465790302,0.9947589576244353,0.9408620689655172
DQN,10000,83,0.7003846153846154,0.35216705119784275,1.8520328214637833e-05,18,0.9600916122891763,0.975201427936554,0.9223170731707317
DQN,10000,84,0.6967307692307693,0.3588727315456612,3.156040020257933e-05,18,0.970418758162923,0.9876275837421417,0.9273966942148761
DQN,10000,85,0.6930769230769231,0.36223576302627036,2.005444831512351e-05,18,0.9723303472525969,0.9849176585674286,0.9408620689655172
DQN,10000,86,0.6894230769230769,0.33379248547554013,1.8122383506933045e-05,18,0.9629560276167735,0.9811784386634826,0.9174
DQN,10000,87,0.6857692307692308,0.3571348648367256,1.912061659620829e-05,18,0.9661391659675561,0.9762500047683716,0.9408620689655172
DQN,10000,88,0.6821153846153847,0.3852906652746531,1.6880365870343263e-05,18,0.980181373140495,0.995909094810486,0.9408620689655172
DQN,10000,89,0.6784615384615384,0.3610356046962736,2.174894714496784e-05,18,0.9661045748574394,0.985586404800415,0.9174
DQN,10000,90,0.6748076923076923,0.36803292931655346,2.9624373079665627e-05,18,0.9694179110397847,0.9808402478694915,0.9408620689655172
DQN,10000,91,0.6711538461538462,0.334969233361056,1.9371895480920404e-05,18,0.9571678539485952,0.9836700320243835,0.890912408759124
DQN,10000,92,0.6675,0.3580578631262345,1.8031761758013294e-05,18,0.9616863756830043,0.9858154714107514,0.9013636363636364
DQN,10000,93,0.6638461538461539,0.3750835667810769,1.7275428894612964e-05,18,0.9751034363208735,0.9887999832630158,0.9408620689655172
DQN,10000,94,0.6601923076923077,0.3566846385097503,1.6917182923255798e-05,18,0.9632779352733069,0.9816291093826294,0.9174
DQN,10000,95,0.6565384615384615,0.4025005706987707,2.887989684394496e-05,18,0.9780841496542757,0.9929729819297791,0.9408620689655172
DQN,10000,96,0.6528846153846154,0.37165991592505887,2.0968336179470902e-05,18,0.9738055834981609,0.9869829893112182,0.9408620689655172
DQN,10000,97,0.6492307692307693,0.3485666786854083,1.998026179232208e-05,18,0.9624840877868318,0.9851700305938721,0.9057692307692309
DQN,10000,98,0.645576923076923,0.383515193882975,2.0040091789673574e-05,18,0.9759617134033166,0.9900015711784362,0.9408620689655172
DQN,10000,99,0.6419230769230769,0.37045346662828754,1.723075264534499e-05,18,0.9736362977799166,0.9921321392059327,0.9273966942148761
DQN,10000,100,0.6382692307692308,0.3814276568899483,1.5598871161475676e-05,18,0.976234098114991,0.9903829097747803,0.9408620689655172
DQN,10000,101,0.6346153846153846,0.34843471919711055,3.440501425049863e-05,18,0.9679438345274445,0.9861945390701294,0.9223170731707317
DQN,10000,102,0.6309615384615385,0.3554592888920123,2.2881559289089637e-05,18,0.9670044146396304,0.99149848818779,0.9057692307692309
DQN,10000,103,0.6273076923076923,0.3533492057411486,1.9934484397607674e-05,18,0.9611196565759053,0.9832598268985748,0.9057692307692309
DQN,10000,104,0.6236538461538461,0.38321257114509055,1.9529613281419086e-05,18,0.9728874846397364,0.9856976509094239,0.9408620689655172
DQN,10000,105,0.62,0.3807776192674966,1.9784138203249313e-05,18,0.9791521797391581,0.9944682240486145,0.9408620689655172
DQN,10000,106,0.6163461538461539,0.3867387505255075,3.00042814463571e-05,18,0.9754229512766665,0.989247304201126,0.9408620689655172
DQN,10000,107,0.6126923076923076,0.3767387201301867,2.9927314547724865e-05,18,0.9694313497333737,0.9948961973190307,0.9057692307692309
DQN,10000,108,0.6090384615384616,0.3649197323482795,2.5607431982482216e-05,18,0.971863278441313,0.9916817605495454,0.9223170731707317
DQN,10000,109,0.6053846153846154,0.3619436041553526,2.2839118476743654e-05,18,0.9658775911813484,0.9958636641502381,0.890912408759124
DQN,10000,110,0.6017307692307692,0.3715501181898445,2.28337737806012e-05,18,0.974863693667163,0.9884643435478211,0.9408620689655172
DQN,10000,111,0.5980769230769232,0.3818040963468882,2.0824147466353476e-05,18,0.9745104552548509,0.9879698097705841,0.9408620689655172
DQN,10000,112,0.5944230769230769,0.39540240080932093,2.881077570135757e-05,18,0.980202843585038,0.9959391534328461,0.9408620689655172
DQN,10000,113,0.5907692307692307,0.379064604197535,2.3958252616769943e-05,18,0.9782561175694021,0.9932137370109558,0.9408620689655172
DQN,10000,114,0.5871153846153847,0.36521403630907934,2.5256050220276746e-05,18,0.9687958658946101,0.9873873829841614,0.9223170731707317
DQN,10000,115,0.5834615384615385,0.38135994962790926,2.391234708435756e-05,18,0.9750118580416507,0.9886717736721039,0.9408620689655172
DQN,10000,116,0.5798076923076924,0.37892325873473587,2.295486951374591e-05,18,0.9786583765445672,0.9937768995761871,0.9408620689655172
DQN,10000,117,0.5761538461538461,0.3804229070577951,2.8242258950841562e-05,18,0.9758592274741001,0.9898580908775331,0.9408620689655172
DQN,10000,118,0.5725,0.3949166068086954,2.8944469401418853e-05,18,0.9791669148588417,0.9944888532161713,0.9408620689655172
DQN,10000,119,0.5688461538461539,0.38138550712684105,2.610172103029779e-05,18,0.9787691602918316,0.9939319968223572,0.9408620689655172
DQN,10000,120,0.5651923076923078,0.36014379711802413,3.0284591199839877e-05,18,0.9684809873286857,0.9869465529918672,0.9223170731707317
DQN,10000,121,0.5615384615384615,0.3783888709459633,2.57479484086313e-05,18,0.9792323522438557,0.9945804655551911,0.9408620689655172
DQN,10000,122,0.5578846153846153,0.3789909125147195,2.5788850861216713e-05,18,0.9770654253830464,0.991546767950058,0.9408620689655172
DQN,10000,123,0.5542307692307693,0.3785112038812964,3.291952028424324e-05,18,0.9728675852033306,0.9856697916984558,0.9408620689655172
DQN,10000,124,0.5505769230769231,0.3896209465322824,2.703175353720629e-05,18,0.980354494831245,0.996151465177536,0.9408620689655172
DQN,10000,125,0.5469230769230768,0.35953791514094285,2.846619857640083e-05,18,0.9746839277586457,0.9956306695938111,0.9223170731707317
DQN,10000,126,0.5432692307692308,0.38200054883101886,2.5043787192973672e-05,18,0.9701225699227433,0.9818267703056335,0.9408620689655172
DQN,10000,127,0.5396153846153846,0.36735448737243115,2.4684795486488536e-05,18,0.9724267492505718,0.9850526213645936,0.9408620689655172
DQN,10000,128,0.5359615384615385,0.3790671462440489,2.467408517582549e-05,18,0.9730110544545311,0.9952554762363435,0.9174
DQN,10000,129,0.5323076923076924,0.3650252225940982,2.832730539618448e-05,18,0.9751321632023059,0.9962581992149354,0.9223170731707317
DQN,10000,130,0.5286538461538461,0.3843369945059151,2.8852489372689484e-05,18,0.9815307030889201,0.9977981567382812,0.9408620689655172
DQN,10000,131,0.525,0.3704023620121296,3.0267407762746894e-05,18,0.9686210543899748,0.9937617838382722,0.9057692307692309
DQN,10000,132,0.5213461538461539,0.3667417373275756,3.106451893270585e-05,18,0.9733952787671771,0.9957933902740478,0.9174
DQN,10000,133,0.5176923076923077,0.3588158783064215,2.9595985728923955e-05,18,0.9740691978121039,0.9873520493507385,0.9408620689655172
DQN,10000,134,0.5140384615384617,0.37005848025321963,3.474222406415114e-05,18,0.9719456980637143,0.9937639772891999,0.9174
DQN,10000,135,0.5103846153846154,0.3758500755606024,3.186729857892109e-05,18,0.9763692942217653,0.9905721843242645,0.9408620689655172
DQN,10000,136,0.5067307692307692,0.38172909092048096,3.197242515145465e-05,18,0.9758864795691861,0.9898962438106537,0.9408620689655172
DQN,10000,137,0.5030769230769231,0.3658406907949775,3.2782495206144326e-05,18,0.969571499436947,0.9810552716255189,0.9408620689655172
DQN,10000,138,0.49942307692307697,0.37696633303642274,2.646324532583498e-05,18,0.9707290523120337,0.992060673236847,0.9174
DQN,10000,139,0.49576923076923074,0.39556994135955276,2.478565324458436e-05,18,0.9814112213209933,0.9976308822631836,0.9408620689655172
DQN,10000,140,0.4921153846153846,0.38367114469626845,3.390957125601643e-05,18,0.9753140195308649,0.9890947997570039,0.9408620689655172
DQN,10000,141,0.4884615384615385,0.39110066857436615,2.7525919348489777e-05,18,0.9793490964555976,0.9947439074516297,0.9408620689655172
DQN,10000,142,0.4848076923076924,0.38437483817199175,2.8080615569100093e-05,18,0.9788916052620987,0.9941034197807312,0.9408620689655172
DQN,10000,143,0.48115384615384627,0.39185912582496113,3.55679825992815e-05,18,0.9782874951574018,0.9932576656341554,0.9408620689655172
DQN,10000,144,0.47750000000000004,0.3881460525617929,3.0944032813648744e-05,18,0.978069921174073,0.9929530620574951,0.9408620689655172
DQN,10000,145,0.4738461538461538,0.34715806801493565,3.181406176130016e-05,18,0.9727309773151053,0.9928965389728546,0.9223170731707317
DQN,10000,146,0.4701923076923077,0.3555114884853364,3.5240862517740526e-05,18,0.9650245982987541,0.9840744376182556,0.9174
DQN,10000,147,0.46653846153846157,0.38596054422477183,3.205865727472378e-05,18,0.9790809564461262,0.9943685114383698,0.9408620689655172
DQN,10000,148,0.46288461538461545,0.40576928124526435,3.850171924568713e-05,18,0.9800029296064612,0.9956592738628388,0.9408620689655172
DQN,10000,149,0.45923076923076933,0.3628317862957279,3.310406075090416e-05,18,0.9670145725705483,0.9848935723304748,0.9223170731707317
DQN,10000,150,0.4555769230769231,0.37507148311713645,3.597482787477525e-05,18,0.9764192301416633,0.9906420946121216,0.9408620689655172
DQN,10000,151,0.451923076923077,0.3709359341652138,3.1854607641434995e-05,18,0.9728477709042844,0.9910282015800476,0.9273966942148761
DQN,10000,152,0.44826923076923075,0.3449205285549162,3.2285870272769695e-05,18,0.9622351687295096,0.9830042362213135,0.9103125000000001
DQN,10000,153,0.44461538461538463,0.3776746907339424,3.4279707203192324e-05,18,0.9776108376850636,0.9923103451728821,0.9408620689655172
DQN,10000,154,0.4409615384615385,0.3648561777942937,3.249928845939899e-05,18,0.9689469806990143,0.9875989437103272,0.9223170731707317
DQN,10000,155,0.4373076923076923,0.37419039276774335,3.220741584502523e-05,18,0.9690971588590005,0.9878091931343078,0.9223170731707317
DQN,10000,156,0.43365384615384617,0.38144861056979096,3.262598086924603e-05,18,0.9723864071211333,0.992414140701294,0.9223170731707317
DQN,10000,157,0.43000000000000005,0.37809114899733964,2.730935860502844e-05,18,0.9799847118725331,0.9956337690353394,0.9408620689655172
DQN,10000,158,0.42634615384615393,0.37412632115462735,2.7851939093024055e-05,18,0.9716138185303789,0.9839145183563233,0.9408620689655172
DQN,10000,159,0.4226923076923078,0.3522165924749702,2.8160707794692524e-05,18,0.9618507650450534,0.9702462434768676,0.9408620689655172
DQN,10000,160,0.41903846153846147,0.37834059843162005,2.4832796245593476e-05,18,0.9778100151205299,0.9925891935825347,0.9408620689655172
DQN,10000,161,0.41538461538461535,0.3797464803610177,2.805016028004401e-05,18,0.9747000874322037,0.9882352948188782,0.9408620689655172
DQN,10000,162,0.41173076923076923,0.38529294874289916,2.443545170333689e-05,18,0.976692487635636,0.9910246551036835,0.9408620689655172
DQN,10000,163,0.4080769230769231,0.36849565879920426,2.7048105140339532e-05,18,0.9758871394777534,0.9898971676826478,0.9408620689655172
DQN,10000,164,0.404423076923077,0.3667491889572143,2.4756577557935896e-05,18,0.9708856163706099,0.9951148629188538,0.9103125000000001
DQN,10000,165,0.40076923076923077,0.3923522907934518,2.425204032382074e-05,18,0.9776931687293969,0.9924256086349488,0.9408620689655172
DQN,10000,166,0.39711538461538465,0.39301162924865185,2.240082868512319e-05,18,0.9820191844402276,0.9984820306301116,0.9408620689655172
DQN,10000,167,0.39346153846153853,0.37868021242240346,2.288625177647595e-05,18,0.9790735825000725,0.9943581879138946,0.9408620689655172
DQN,10000,168,0.3898076923076923,0.37438780555725093,1.8970807862691192e-05,18,0.9722619049617223,0.9942066669464111,0.9174
DQN,10000,169,0.3861538461538462,0.3930683490953775,2.5111672635426254e-05,18,0.9816303535400354,0.9979376673698426,0.9408620689655172
DQN,10000,170,0.38250000000000006,0.3764711952929064,2.423210510945258e-05,18,0.9692207816978555,0.9963636398315431,0.9013636363636364
DQN,10000,171,0.37884615384615383,0.3731307370823187,2.2777064916428775e-05,18,0.9682018928369996,0.9865558207035066,0.9223170731707317
DQN,10000,172,0.3751923076923077,0.3804294813642828,2.3542836667426553e-05,18,0.9780760178777385,0.9929615974426269,0.9408620689655172
DQN,10000,173,0.3715384615384616,0.3805267379007668,2.306738032429065e-05,18,0.9778738516950842,0.9926785647869111,0.9408620689655172
DQN,10000,174,0.3678846153846155,0.3900815929708808,2.7073790988652036e-05,18,0.9796600368574924,0.9951792240142823,0.9408620689655172
DQN,10000,175,0.36423076923076936,0.38458197526076754,2.3513181076850742e-05,18,0.9770822509227718,0.9915703237056733,0.9408620689655172
DQN,10000,176,0.360576923076923,0.38874518673041747,2.2707323700564706e-05,18,0.9761809392868005,0.9903084874153136,0.9408620689655172
DQN,10000,177,0.3569230769230769,0.38327864185431904,2.402976780204982e-05,18,0.9776559371137855,0.9923734843730927,0.9408620689655172
DQN,10000,178,0.3532692307692308,0.38126396539786783,2.2826670424870423e-05,18,0.9771402760444605,0.9916515588760376,0.9408620689655172
DQN,10000,179,0.34961538461538466,0.37567603742906847,2.0797172813521076e-05,18,0.9719675763424623,0.9897959291934967,0.9273966942148761
DQN,10000,180,0.34596153846153854,0.38992878023246214,2.2495584188517467e-05,18,0.9771839492191823,0.9917127013206481,0.9408620689655172
DQN,10000,181,0.3423076923076923,0.38399947416003155,1.882656028505557e-05,18,0.9733747287660527,0.9937977910041809,0.9223170731707317
DQN,10000,182,0.3386538461538462,0.39649889191726156,2.4976473418468635e-05,18,0.9777243760184116,0.9924692988395691,0.9408620689655172
DQN,10000,183,0.3350000000000001,0.3925776577864023,2.1261659943168827e-05,18,0.9780699254315476,0.9929530680179597,0.9408620689655172
DQN,10000,184,0.33134615384615385,0.37336471393683857,2.13360293249328e-05,18,0.9693136880609202,0.9806943356990814,0.9408620689655172
DQN,10000,185,0.3276923076923077,0.38107426282981327,2.104365365893399e-05,18,0.970030404112022,0.9816977381706238,0.9408620689655172
DQN,10000,186,0.3240384615384615,0.37792848189452605,2.1191195476906916e-05,18,0.9723984966489483,0.9850130677223206,0.9408620689655172
DQN,10000,187,0.3203846153846154,0.40289095909217326,2.0246663350715404e-05,18,0.9817952285024335,0.9981684923171998,0.9408620689655172
DQN,10000,188,0.31673076923076926,0.39386753616431663,2.0098986674889198e-05,18,0.9809547263765571,0.996991789340973,0.9408620689655172
DQN,10000,189,0.31307692307692314,0.39355988469222486,1.8001116637201954e-05,18,0.9801366270821671,0.9958464503288269,0.9408620689655172
DQN,10000,190,0.309423076923077,0.4014131404886575,2.2383488814941505e-05,18,0.9804650912496258,0.996306300163269,0.9408620689655172
DQN,10000,191,0.3057692307692308,0.3721575507133764,2.334217778196843e-05,18,0.9726182095846649,0.992738664150238,0.9223170731707317
DQN,10000,192,0.30211538461538456,0.39767135662177516,2.0799263186038137e-05,18,0.9817326010506731,0.9980808138847351,0.9408620689655172
DQN,10000,193,0.29846153846153844,0.38486280460665045,1.9232566955906805e-05,18,0.976513307546359,0.996159952878952,0.9273966942148761
DQN,10000,194,0.2948076923076923,0.38666592640975433,1.577478921414392e-05,18,0.9705803250796691,0.9824676275253297,0.9408620689655172
DQN,10000,195,0.2911538461538462,0.38048394003013086,1.723966220702601e-05,18,0.971502379132022,0.9837585031986237,0.9408620689655172
DQN,10000,196,0.2875000000000001,0.3473306138620704,1.4591245821470187e-05,18,0.967281974336784,0.9778499364852906,0.9408620689655172
DQN,10000,197,0.28384615384615386,0.38135161554435204,1.748415969713177e-05,18,0.9809422306885275,0.9969742953777314,0.9408620689655172
DQN,10000,198,0.28019230769230774,0.3924935086260171,1.7637135872266503e-05,18,0.9804134736272503,0.9962340354919434,0.9408620689655172
DQN,10000,199,0.2765384615384616,0.40010795954802925,1.8866187221849235e-05,18,0.9812131848887271,0.9973536312580108,0.9408620689655172
DQN,10000,200,0.2728846153846155,0.40289041420081556,1.7909266716742422e-05,18,0.9810140372555832,0.9970748245716095,0.9408620689655172
DQN,10000,201,0.2692307692307693,0.3864942310724586,1.4299402108816947e-05,18,0.9776931687293969,0.9924256086349488,0.9408620689655172
DQN,10000,202,0.26557692307692304,0.36896048134803766,1.486107956023059e-05,18,0.9701866457871029,0.991301304101944,0.9174
DQN,10000,203,0.2619230769230769,0.3929411044893593,1.7312867132406813e-05,18,0.9792181024762798,0.9945605158805848,0.9408620689655172
DQN,10000,204,0.2582692307692308,0.39548150520423364,1.526156317292286e-05,18,0.9801362566818745,0.9958459317684174,0.9408620689655172
DQN,10000,205,0.2546153846153847,0.37514121894935065,1.490495113406117e-05,18,0.9752136538240123,0.9889542877674102,0.9408620689655172
DQN,10000,206,0.25096153846153857,0.3835820063124031,1.5976019868604555e-05,18,0.9780706790045566,0.9929541230201722,0.9408620689655172
DQN,10000,207,0.24730769230769234,0.3967276256475778,1.5294977856683545e-05,18,0.982183497415975,0.9987120687961579,0.9408620689655172
DQN,10000,208,0.24365384615384622,0.3936084820757241,1.241653025216591e-05,18,0.9817637317051443,0.998124396800995,0.9408620689655172
DQN,10000,209,0.24,0.38128781103232806,8.704777883394854e-06,18,0.9705763485983675,0.9824620604515075,0.9408620689655172
DQN,10000,210,0.23634615384615387,0.383761277533564,1.2671852674530884e-05,18,0.9792219427183932,0.9945658922195435,0.9408620689655172
DQN,10000,211,0.23269230769230775,0.3816706664554888,1.3061823387437875e-05,18,0.9718312796655594,0.9982560992240906,0.9057692307692309
