uid,score
F81E2BCABE3618B84D8168FF0CC1DA34,0.75
02C42AE130305829613A4CE5842DE5FC,0.75
419C106703FE97A2923225BABAF87B9F,0.65
5640F580FE44C75EDB16CDCD96D6830E,0.85
D397149B5E7F4F1731AE1920A001C350,0.85
2DAF92818BDF3BC1ABEDBE4BB8FE6312,0.85
42394D7C5EE93976E4A504364F517B1E,0.85
5254C12B9CAA0B9F0C75F76AB9A0F375,0.85
3C8AF0F7B192043596FD754E08DE44BA,0.85
85E0665D958B3AB9D3BD0610F613D419,
B5EDF81CBDA838F3C24AAC8A8E6567F8,
8497B6AB2FA5172599374A0E8A00DED3,
D777FE87DDC3F0BCE80920654D651BB4,
ADEEFB67923CA0D3A86DA5D6741FB54F,
78A8980303659CF2B0449BEE848A7E8C,
EFF7BA5858F42FDE429CF9212083596B,
E0B3C34105AD673A390F9620707D374E,
6F12B11422BBED81742A199816E3D20E,
B705A1DF1F552D8E9B73C9D0BBC82B72,
8A84BD0A688E71BFDEFF99E8A59C0EA3,
E54758CBCCF294AECD686A40476E7DB3,
CEACBEC233EE6AD5598D2CC286F1DEB9,
5FA060D2501CCB848590495B770890E2,
37CA4757AE7A7C78DCC9FD8AE19E6298,
431E6F90E189753C3E7AFC0A5A81C73C,
9C793706A7196311138BF99085E47DDA,
1E7C7046496C300F0511A85ADC4ECCAF,
174AF4F941CFAAD0EBDC1FD030BDA59B,
108104E897D780C9CD66366C41001A04,0.85
B57DD390F358C0E787B0079B88230502,
7B6909B81DA5F05E26C339F450349F58,
135e1fc00cc1444fb80834c7d311fa75,
AB55A4A1AFE8AAB745F7BEC1103EE473,
5184AD6A40B1109B9837CF11CB31A9EF,
5979A70713D635F58408AF63DDBB90C1,0.85
B1AC5FF671AAD831A050B91AE5FFF63C,0.65
59CA9EFC8E88F759FCC8EEEEB172199B,0.75
D621A57CB1CDA4EF436B7566E5E8A461,0.75
3E1DCEA7A54BF86E3921E728291F9F8D,0.85
6BAA0F97B7C53A92B5A5DBB271CB77CC,0.85
ED962DB704D4E921ACC2032DD6CA17C0,0.65
46A8CFA7B7E300A32EA94763D1E764B8,
F2A2663CEB82EAF607BE89E84A55B25A,
1C9BF189B8A2F0D9E40903AE8ECAA37E,
5D5F6DE23ED7B3B2AFB94EE8E763FED4,
1026CA125CA90BA61E32483C88198020,
43CDEF27850FAF1D05B6C1C11D03AF1E,
EDEEBA2E47D875E4DEF112181131779D,
AFA0F6E43650859E0659054DEBDB7F79,
C30FFFC1460081116DD2F3604C94635F,
446B3A326F0E23C463E2976748446644,
7C386DAD70C502C0817D78B92483474D,
D64C1F1AE373C59B17831DC9353661D8,
1D69AB8546BBF88F8B8395F2C7A10CC8,
281808A87A63B8F66F50D4972D81F6AB,
FE13F14E2BB77EE4B8019D2034BA9595,
C7328B2E6322850FDFA26BE23FB0D80B,
331C158E78F7150AE2A38AD1EAC01534,
A9F95A894F8B0B73DA8C6C12CB3E5604,
E0738D8BCE71864224897FE8F37452EA,
93D658A6BA55F7BC1B67D4AA7304365C,0.75
2A89E741F69E3E205BAED5EE15C098E9,0.75
C8727C9C95CA06A786BA60E512A62004,
0019FC074EC76AE0DD76E25846C163E9,
48D00E99CFC62F1DE15E4AD7339407BB,
FC13FDD7332D6AC1C8EFC00D220D8A30,
0EA1E97658E03C726DF49E8C5768F4F0,
A211EEA89AAE2C5E98E2E1D1265CC6FB,0.75
B0D284F73607CCCAF25DA466F5CB69B8,0.65
91E5D473F592392EFB67A32ADF3BBD08,0.65
D7616EE3214A012779D158B2A776C865,0.85
2C77A998202C4743948441B72E337B9C,0.65
87170251EECAD43608915062182FEA8F,0.85
88FCEA47C2FDD78D16C86DB4CB1E75FC,0.75
84B32A55F0D7BA5AF7EE399FCEA87BAA,0.85
198d5e758aac493aa2e4e6834427542c,0.85
F28B104F1EABA5AA2FD01BDBE1C4ED7C,0.75
8219636C7CCDD02F5608E8B26339F1A6,0.75
1A3498C7FCF9AB39E6B68B9596096E81,0.85
ACD67FC6F2FCA1CD8F568FDE299968EB,0.85
BB1DC71A727958F1F62D57120676081B,0.85
7387F27AECAD15F3D903517DB6782233,0.85
7A2D7CE13674A14FC63024D14C00F2FB,0.85
3AD74788C5FB9EB8407CBE332C559BE0,0.85
FC6E4BAED62C3E0B22A7A2AD620E742A,0.65
0E304B41C91F1185B08EB7939E942552,0.85
65FC22E0DDEFE8AE241CA2C2516B1A7A,0.85
81B45ED9BD0BF6836ABB63B731C20698,
3B05D292692010901C76325335A00D19,
93423DD10CC493D1AC4FA3E0CAADDDCF,
6509BD277F107D6AE99E0D275E0C7F9B,
B5F56ACF420D1165164407B824958196,
7ABDCA0E12AAAB55E1C0A03D5B7BEBAC,
366CED8AC32013AE60860282264ED08D,
904B211D217F350E314BDF78198666A1,
B09F887AD58B0D238A6155F4F6D83A12,
7A5C5BFB5D3DB92A48D73B587368294F,
E231640C76AC51531900343C98B5E5D8,
46428EE2FCC51B4660862D25C553BA9E,
19F73D8C6261F18D5AC86F73D619E10C,
4C90CE34A9A039C7E7333F8D558137AD,
742BC3E19B9CC1316BE67C75DA86A834,
B06517E33336309F408F3A4D7B983F74,
6067E2DE861FE5E7133AA833252EF932,
5C14C71F17B613E19550B7D1ABC35BE6,
96F852C185FA49E39E179E8018C908B1,
15EC06C3F998196B44EE42F8B7118D90,
2950FC9FCB442E09052FAFD54134F614,
423083E8B8CCCC89F70AC9BEB8E95AEF,
0C4CA608CD5B7EF21BEAA029A564E547,
CC701E6DD9D0F75F0C57D3C28F385E31,
842DFFD2D0C243EA5C09F95BA9687154,0.65
5EFC4CAF6B5C06AE29BC9229A44E7A34,0.75
A97E2193F405086533EB3ADEE2F6A4D0,0.95
427EDB2C3B249B5E38E3DA08A791DF7B,0.75
C077959D521BBB6C8522B382829A19A8,0.85
8BD5EAA667EB78985E4246E646F4555E,0.95
F960D1AB2AAEAD7D4886A070BB4D39EB,0.75
22DEADA8F107E69C337F73EF7B2013FE,0.65
32CFCA79E94DB1B45F8C5316A413D706,
EE5C1A7F41F505144587A19847AE8B77,
0C6485A4F976945C67C8E2A72A086FD6,
CFF0A9EBBC3FC5C505FD29D1B93F2E89,
BDFEA35AA2A946387CC6264E15E62FF5,
FBFAEBE4A39BA2EA646417E251F9D28E,
A73641BD0452BB43FEFAEEF5F38C43D1,
54DE54FFC8D8CEE7F8E2BE989FCDB551,
683AF6FE35A5B04EF158F02BFCC6D832,
3F961D1341A58621EA461736D78E104E,
5A1322BBDCCFEEE199D012D049F124C4,
496B906E527CCF950CBBD0CF122C47C3,
7A9D39931D162068966B47CCA3041551,
21A9FDF099E711B762B47FC68C235677,
BE33DE3C3D16F3AC606403133F7ACA0A,
EB8F9E07EB90B5EF074A52A853E6498B,
6BCBCC6B7F3A1920BE3D29DF9BC6DB31,
12F5C586C491C57E516BDA8C556E0EDA,
4F9D0748D383535F466B3ABA96CECD7B,
0576F7C960470FC1FA897DD89FBA34C9,
4CC30B20337E4DE72CD518AB4F6147A8,
B80FD75DC9F94A9761653C1DAFB5A6CC,
716D16F6653C3F78880482AE39B58A7C,
312DAFB0FF858CBA49D0D0D538ED9122,
2D250A08DE05FCDA2AE8E3A9433E4ED7,0.75
B111E6D3FA89C572EBC3BF098AF8F3FD,0.85
804C540DB189111125685A16B22963C0,0.85
01914AA0C9B187C8C0726ADC13A2A684,0.95
DE05B0D46CE9DA0E5B8079D7C08D78C5,0.85
715C87E5C87524F86C1D84014156E340,0.85
D201C41BE3013710AE1E61F8B987316D,0.75
C33F3AE236CEAD8E391C99F893ED4BB5,0.75
FFDF9160EF2E38A305AA950ED2627250,0.65
356F6F565F6D074BAB0D4166C9D2EDDA,0.85
28BBEA0D3B18AE17A0555E05A3D61F19,0.85
C3056BF888881FC2F5346C3B71E91007,0.85
E5DDDB3B3C769440FE836C82D6DE8C79,0.65
6F8F296EE223B37F6F90301CB402C1E4,0.75
49BA984F2B2CFE1849D27CE563653D37,0.65
9F403EA30816DE0969EDB87785B35754,0.75
0AB7F4FC57316F8B2C528407989C51AB,0.85
2B1E778DA7FDF9AC11D815F4BEB1EC0C,0.95
8FB9EBC22622342BF3F82B410D7B01D4,0.75
8EF782482619D4BC5D80D0C790912CCF,0.85
2F5F1C5B8E6DC6039643F0B29EBEA062,0.85
1F99E7DE81C8DFFE2D2BDD23BE182B11,0.6
F5D5A501733B116C5A71C8072EDB036A,
4300D93FEFEAB96835911721CB37E440,
1B33ADEE3B0483F6D05F06BC8B045F0A,
70C989213BD09349151F55133381E182,
79DDD79A45CED86134ACEDD45A97AB75,
9112655DDCA0AAF3994F784CE9E6CD92,
E7621A56899997E195B3243DA1323176,
028E4D8E3D1C7265C061F754EEAD29F5,
15A86FDCFDCB2A47D7FA9B07999184CB,
F6C14ECC4DA2317346960C1C65CA7801,
FB599DEDD4DC3C8E09453601EE4E1D66,
61730CC89B4021E79C8CE7F2E094A6E4,
056CC7229D73CF9CF2A3CE54B21D4CDC,
304A595BA81360742F6F1C8BA4569862,
8BC55A5F61E06501DF67A9340D83D80B,
5F10F69A43B2C784AA2515B338357A90,
6CCD278E5F17F96876EA162380A6C040,
9F87428A3225E3FECC736B4457EA9169,
FC28DA392094E76924F128D3281FBCA8,
F8AE39E423ED8CA30E4A250C87317B82,
EB48E00D6F5A3824D33EF135406575BB,
B9664F89403763A295E197F19E0CBBC6,
290DE0706416B5673162E1E994237215,
E5FD939A2CE6EE6A8314E4EB82A7A1B6,
3608F5D553876FD2AD1125A2B0BEC5EF,0.75
13ED0F825669926C29C43F6A6A473BCA,0.85
F27D7EA1E77030AB418DC64F9E17E705,0.65
946352247B7BD53F11B2E9630E45974E,0.65
5AC134F9A0A40BA0739B066369E7EF12,0.75
869EB4BA2D562C8CA592B250198B861E,0.4
525E28AD887B4CF3BA263191E9370301,0.75
E0CF53CCD7F8B376FE50B820C84BACB6,0.85
905539B03DCE1F4348D972E21FB00E89,
0323F6A2EDCF8C8019A416A4D8E95758,
423A178A34A9A8F146B4EF4509770E15,
0BFA696213670EABF4F9D8047AACCB64,
83686CDDE22B376B7ADCA153CE02806F,
BB36B550E7D7CD4CF42521D4B79C028B,
375D676D36F57B88EC87F09E0249418B,
4A087734DB7E67422E19C0CF8CAFBE05,
786DBAA5E5074CC242F49FDBD71AD430,
E28752CF3F74F0A778D178646C519963,
B3913633DD70903DBEE3525F0446FADB,
023B1014635944A1268F44E0824A58A3,
0751AD512808FCE232FCE2884B8B6618,
2187229C5275947D489DC3C8586FDC50,
857813616EF203B9A7823624A52E262A,
9DD67BCE8338FA9ABDE9EBF14D6EE18C,
3DB7E82B20A1DEB79C6CE8A826E9F2B8,
740FB07D96048895FC74AF1BF48250EA,
4EFC1DB59A5AA70FD52A9A5812253A19,
046DBF2FC1A73FE359B26DEB6DABA17D,
B19E9BE8E6E1C1980000F094FC502D1A,
DB45DB2DB47BF685251AD96F67B01CD6,
CD130B98BA46D2AD72C7CADD3E145470,
B1F724C645C0B74E23393BEF46DF723E,
DB8CF4CD5BEB70D0A73E02175E504C43,0.85
7AA0CE67FBEA38FF9DD76D9DA6BF648C,0.85
4B77DC0517F9C813BFBA40FD0477A73B,0.75
8679CC0146D6A64EFA5F0117BAB257E0,0.75
5A66AB23A14D252DB0AFD7358F6E3F12,0.85
7A57B7B18D35C8934A5EF874B25C6AAF,0.85
618266068E5ECCB463A03B8FC6EC61D4,0.85
79CD51125D6F71FE5479CCCB7D9976C3,0.85
9E4C3FDD69825398AE08AB8BDBB94971,0.85
3883FA57560C1A52358F3859354682A1,0.95
358BE1EDDBAB0698B989FD30C1E3FA06,0.65
089AB37B3E03A7AE583D01969E1A4587,0.85
5782A1E45250AD447787DEED13E7E5C3,0.85
71CBD44951CC37EBA634B5C1905C37BF,0.85
2E7E48C82396B09E1637F4F61BC8DD68,0.85
B48CCCDBB28EACDDB7E71164E813E4B0,0.85
E39FB45F5AB65D77E6A86FA13C4FC083,0.95
13902D9C6DBDAC469921F356EBA937CA,0.85
C1CC5AB8B5D9B3D7A62A4A7BD99CDA81,0.95
12A7DFB728834F0B68800531BA76D81F,0.85
1177866C13B9D8384E5847FE42E2E1AC,0.75
95C18673E3D0EB53D45936B0D82A6200,0.65
1010D6C6D09518B3D424351D25E77F27,
DEA47668C839D39A8D343DF1FCFF0C4C,
EAE2401F49198EB5C6B565F9DE259F1E,
C1F2D1BC979359EFD9DE6ECFF1AE3189,
76A27E534DA3AE6B5E6DAE22EEE942EB,
E5CF4502BCE4E716547A24252FB35CE7,
2F81213820757EADAE04EAA2CEDDCADE,
5D11021504B7483F1EB7768FDEC19281,
45BA200AB379803F497DB631B1DD8680,
2E1C95AFE3228E54DC1F8212BE5415B3,
AF3997339FF04913899AC43242893551,
3FCD4F009638DCA82BF0F699448F4D97,
232D6B4EFA991F22E317FCEB17FB906A,
F772F8FAA488BC8563B2FF75205C31EB,
4DD9C26BB1248DA5AA1996AC21D32524,
8F1081B1991E2C07417339BDD6D1A2BB,
94FDBC2052D77D644860D109B78D78EB,
76ED2B150046551690D0D4CE33FC6559,
42105E45B5B10F0502E05F25448548DF,
C0982759F9796F0E8A5D03747F8311D6,
AE821BC3DF35D55B65B04F0B53B6F0A5,
A53CA967AB0B08EA4A5ECA473B6DCA37,
A7FC996E5B7D8CB1B7ED6EC66C27A5F3,0.95
0D499554E0BB8EBFA41EF911BD95CB3A,0.85
E3D612D35D43E787CAADF8C9033591F6,
F3A11CAD22374244E569F5A2A6D2F33E,
EE413472EAC0BA1892713063AB011B8B,0.85
8C458BEB567BCB2A243B47D9AE8D6AA7,0.85
81FFA2C03297912B0353E2C9E9C50873,0.85
207A565B697EA24849A45DBAE311140F,0.75
A3B061005D0DFFB23E28C130408E9B66,0.65
ABDCB5212335ED4D2849BD8072026CDC,0.65
7B37172D140DE4FE64884C0507E4DA4D,
E4AC5AD94848FC1370613FDABA759D72,
6674281E4E3E60A981F32BA9E05B72DB,
EC8F315E9F36E32350B768E5157B7411,
B64579F82C7057F515C3C81BA78E5611,
0FB8EAD948FD189308A83D3C154C60C0,
4DCB4C6316E235030E83D1A6C1C66563,
C3FEE82ABFD1FB4D040E0073813F70E4,
B6E315FE9AF0D1316ED2688FFFF8FAC4,
C4D3EC2C9E11692E2F38702C691E712F,
CAF5E87A2B9CEFAE47CC0E0C381EA018,
35E5C5484253A20451243C4FEDBE0905,
637F2DFEC05545D3976984A4B3F54010,
B05C66DD6ADF265B98E0926D0A0F13DA,
B2F3833AEB6F4C703436EFABA02710C1,
F030AA1099B58ADB04E8B07E13359D07,
20D7B2E2E8892354E317A5A6B3C27487,
9523966B0723B8B496FCD8F81F807E62,
BCFA76F00608E70C6726F1953059D493,
742AAB37D41F232806843F3A18A97E87,
86A35DD01423030CA5FCDE0D441853AA,
463AC1F3E359D07A86B90E68368AD7F0,
0A8CD25BD0A318202C162D42B033A40A,
391301F1310E7F764BB9F811FCD9A3DA,
1082116CA8DD9786D8BC14789F7B719A,0.75
DD64208A0D837845631AADC861501598,0.85
C20ABFE94ECA814654CCA33D3D1039D2,0.85
562697EAE1D0E9696D15F2BEC0753E37,0.75
82F3D97378B8CD55040C90561FE43E18,0.85
5924F170058D93195213B37B201B57C4,0.85
96B753D0AC14C640910E3561F1397A0C,0.75
CB5C33BFFB2A22114B094EC745B4EF9F,0.85
9891621845C9FB0BB5C8F9BDBD55AE5B,0.95
5B9E8C06C4B702929FB98949D4E7CBE2,0.6
02CDF9626B639F64C5AD811AEE9928EE,0.75
40B53CEB034D1E0EBECABEE34E82EA78,0.85
3741548AE38184EFD6FFBC7C81C089D0,0.85
5F8CE9CC548120FDC0812A077669F76E,0.7
3A6326F21CF034EB6207FDD28C4C0EE0,0.75
3C4515126B430FD0BFEE0545DFDC1082,0.85
961CF3566DB5B55744975BF257D52FF3,0.85
3B2D9564DB242579F7BF8397306221DB,0.65
192F978E807274F4505C8CFBE1CD2D57,0.75
0298319D7894E5E887696008BA45455C,0.85
4F96E9303F4DD3BBF2A0F118ACBB450E,0.75
F3B47BF1B3C578C1DCCE0AF95BC5C635,0.85
6C531462F832EF3A461B7E52BC5145F2,
85AA871CA23FAA5D05D2A3B15479A5F7,
74BD42110EA699E311643180B14BC5B9,
4D8B9C028CDCDEB9C3ECFC17F60A498F,
EABD17A92083FB29AA9E0448EC566FF5,
D0F895ECAED6CC26668B773A114913FF,
942AC050B68C5E4D87B8C58845CA2402,
6C3FFA12836C60B7738AD4AA0E9B517F,
B52648FAEEDBA2B73483938370BB4B50,
D62FD7DD949DC23A33E00FDF0AFD34BC,
924F3518E6EB0D9108B96EE74D1DE9FF,
CAFFB9D87C1227DE4DD268199F35EF15,
85DD13021F540C35819B1BB008B5C257,
BA0EEE92C776E1BF2ECCE66C8CCCF45B,
6EC53A7006063BCB7E68A2E2F94E68AA,
1921A5A7A910173839A47C37D78DCA52,
3EC4D99328F4B6A7EDE0AE48039BBC92,
F4AFFC7EA69B279540DCAAF1F197A0CA,
D8F1B76376B37D47D52676ABEFE8CE65,
722A81E6F38EA2E8CF5526E7355477DF,
0C12FD42A318B71430662204DB446EBD,
4698BA72DB6D66C6AF8243512B035C38,
FB6AC5AF845E2CBBC5C87542C64CCE8F,
DFC0C4EE00FA12D79DF50EF2775153C0,
471E16B75B43ABC136C66CADCAA9A336,0.85
C7C195307045F60490E2C596EE297AC9,0.6
71550D131700499410E6025F97242838,0.75
8359BC04C1A0D7D8449D61221EC714FC,0.85
7D6156137262804EFD7189C01458F0AF,0.85
F6752BA842E6666D9F7531DCB2661C56,0.85
1C522F193FF4759B95464BCD54644FE7,0.85
636FAA6FDACF900911CEA5D0EFEB4029,0.75
693E1AD68021768A882438EEB9F3FA8F,
7B4CF10F5502B304F680D2D2CA462553,
526528C06E94F1DE736AAE49376CF739,
DC51BFAFE1D2EDACB498A72719C61B03,
A9B93A4046B925A61975B6890046BF0F,
0D2CB0724964D02A64C640065CFA206A,
F689F12921E4E3B2595CB6EC1F37966D,
18C321AED998ECB4055CA8A621228DBB,
18866373DDF12432039CAA96F630CAF0,
5709A672924FE9059A2EE035F9EF091F,
6DA54069218A4141CB10E44A62C8394F,
6BD861C7CEE2730CC1C9ED48AB1A7F82,
6E4BA40CDB0FD0F92CD14622A4BFFA0A,
4367D579B4ABEA83365C262D49C51711,
BD8322E02DCE8A60AC48E15614571FE5,
9741F4A04B0DEC41A9B1DBE9819AE2A9,
90A856143F7B28880C730BD5ADA1CAB5,
FABBB8CF8E80C6DC67F1BAC4C53488C5,
856E1275805031882A95C21ED95A42A6,
EEC997B81B14A59C6B8FA299862A2D6D,
1B4C5AE82EC9FDAFB507471F07CEE9ED,
104CDD0C510092D5B530D30F32D160A2,
DD9CEEBBA5704ED1BD27742702D59D57,
190CEC94555F8200CA3B72FC5A0072FC,
98393BF95726C016F30298D04490A57B,0.4
2D7325F33222D0AAD0538FC46BF6A222,0.75
0B7B31BDBB696BABBEEADB363249051D,0.85
52C29DDE156C835005091E25704F9700,0.85
2E003A3EF14A2C4BD58E86FB96FF773E,0.65
FAC859A74FC5FF1C4497C55DB0F64DA9,0.85
B88882761D5CF936EEB538206D8FAACD,0.75
0D3D4BB6E2D7FB9D3A36DC047DB296A7,0.65
FA84F58EDC6AEC58079DDED3AE5CFA60,0.85
A30EADD13D70FAAC719330F6AEFD6A04,0.95
88D5CD39D52B30DF1577AC3A6B3165E5,0.85
1B8037F0681B67287A4E42B9EF2C9D69,0.85
6AAC4ACF4D64A4F5765EBF9F72F1B855,0.6
214C3880AB0C596EF6189AAF846DAAC4,0.65
62CAC6C48DBDF757E9B378726B803480,0.85
3AE8241C6AA0E288C730A4565458E1EA,0.6
A4ED8E3B20616E5999FAE89F0664ED9D,0.85
3CA06B25325A973301E8753A6EF33DAC,0.75
E27DA05B5D9D055942ACAFA5EB7F035C,0.85
44DFDAA46EF2220A1FCDA7DA0CA8CD74,0.4
3A50B1AB82A6A3D577D402BA8BAD3991,0.75
C4C44C3D431B1A19179AC41A78F9C74F,0.85
B988016320D6A2D1CA306B961CE0235F,
550A8AC98ADD413A3C3EC026E24B9E8E,
75CA560D1A454D0B7B1B837872C7F0E5,
BE3A6BD9660BB9C65F6FA73B8C90BF0B,
064259DE809F149640B794BCA98ED253,
33D189363C7D2F78D9B2CEBAA27F5805,
2F409A4FBB0A6E9FD4FAC5369B9E9A35,
3B3FCFE4FBF4980E6F3A05845A7FD196,
F6262070E6379E1032E684CD3A90BF82,
0C2F3627BA1E52EC3D36B83592DF18F5,
E1353A99D2CDE771AF7407FC2B27269D,
1FA6B3DD97181DDB2C30092F5D852989,
4062E9623A9B0F0DE05945481DF69377,
3C885864AB56970A431ED9A607846F04,
167231A14D912EC066D6B5396FCA66EC,
18FEBDE90F83A679B0ACD2EACECA7478,
3DBE3A3EEBAE625C19805977883FD857,
35BC51C3FFA02168117789B1E5792564,
6811EE54AB2C1E71C18B7FDF68A522EF,
A353467C361DCD90A8334AAD0A10071D,
9A35E776FBE26F2A41BAE3BF21E0247A,
812E0BC6BB5186FAF64B4D1B2AD53D2D,
8BB870B2A8FD3CEDF347F7338DE6FABA,
98533BA4101BB0C552A4489A9828069D,
733BC8561C904D79DA4DCB1EBD3CF239,0.65
46105046B162F0C5DD33E5C31512E206,0.85
295A0A79F12CB1FA74E8DD35809D802E,0.85
87F0913E97DD5E62F1FC320B3A9289C5,0.85
55F62565D5303A3A36009BC6B3123565,0.75
A38D5F928E16FA00388ED38D56F90115,0.85
C3C4CAFD6FA8D55F7CFC161D2A21A8F0,0.85
E7FA8E77673AB85DCE4213E565F8407C,0.6
8AAB0B802269AAACB93D2E0590267EBF,
7D91A8D22018CE2534E1E71422ADB0C5,
53EFD774ACFE45555B788A637ED9623A,
818D26BDE01C1B03BD61493E1AF17ABA,
BC9C68FA1A63B28C8A03038DA996CBF0,
D2DF4329F41351A11C28F577B94B6B5F,
E811DD2AB528537861A0CA1D59689DEB,
0EC739D14BD2677FAFC332CD3A31DDD9,
B5F779834221A9C7C3630A319700A25F,
9DD4F1337A6576C33A221D8784790C23,
2DC2565979161CE3E3FAC276AC71750A,
9A169B590BDA085F1ACCF14300421D46,
E8816CE92D9AEC7C7D218AA75F632F45,
C064494F1FA6F7EC501C09A0CCA54F62,
E695C5E8A2D39442CBA76D5D083168CD,
F36886CF65E9D1F2A736F202BE1D3E23,
991EE1739574CC35C44BC71EC13CAE79,
7750A3DF2F215BFA2D24502D26DED122,
AAECFAD81E47641C1924F7396B69FD45,
34062797C9E98BE365C360E2E3CD2349,
0F19B6DCA3DB23D2F4EED1093E08A091,
7E61EFAA018551D0B91A9A2ABF3C333B,
81DBCD5A8EE9C25EFDA03CC90E250F63,
D48788872108952D85C908E8F829F45D,
FE66F35BA716B920ECB32D438E2FF0E0,0.85
54FC1B1185D3503494CECFE4D54CA2EC,0.85
19AD0D1DE4BD16CC7D1D95652859382A,0.4
D2195D72568F6B311D94E7D3AF4B3B89,0.85
F5F39C45990620F81528A3D5956ECF37,0.85
BC0AFAF1486E942EBCAF75933393A5AE,0.65
DB7D35FACBDD736019907DA7FA9B541F,0.85
6B816EC26D5AF707D144B6903DAE64D7,0.75
E8E9C21B828326826EF9B96A54B448A6,0.75
BD7CA735D8C1AE25C271D5F04DCF4F82,0.95
CE62CC36957E0EAAAEC125779C4044A6,0.85
204189CCBF55B132F381A5EA47C060A3,0.75
307D28240D8CAEEB0E9B3DDB8777494A,0.95
222EDB0D6FBA9FCAFA748E722CF2E9C9,0.95
818ECB86242340728932A941A68A2648,0.75
0D9CE31D391EE8DB0F8A710ABFECC165,0.6
82AB7CC4073AFA799CFA1CB634DFF7FE,0.75
A11471D574E7EAD6D0A312B73D0B426F,0.85
E5D0179B0721DDD7D5ED02F87CDED7D8,0.85
A3975899C28FC8B53A143E0CC904CAFA,0.85
92DDB2109710415E58611E08D6843731,0.65
18FABFA56B21AF93658BF4115891EF19,0.65
AF79664AFA83A665F641C48D99F4D548,
B49993B501EEFB34778EB34FA12A2981,
13DE13F35DFFDA6E685E9578C962CC08,
4AA35E8054FF567002115F0C4D467959,
11A90CF08AB3AD7344363009C83D8823,
658C6A80E559BEDA5798A73C77F187EE,
3C9BFEF95138B33184E6FEF5378193DD,
FEB800BBE20B3A910E8309F628064800,
3FA80909854FD1A0C77CE7F7782D6850,
E67F85617CDB03EA4ED72162CA6D6D8E,
9F786F54B57D2A0CA218BE3B1D6A677D,
0BE72003019B37218E5F38715A3BBE65,
C233CE238E163012623BA78811217804,
B199E2B29DE0AE8A67AC15A6F3E6994E,
1F5C124AF2B756A9AC8D32721CFBD0EC,
5C48CDB6625BAACC4DEBC62E871311C7,
275883B9971CBEA217970D3EA5659A7C,
605A25BC0F34B58DFF2257564BED6F98,
7DF81170DDE1464D82D15C00AA0D917A,
343252E2EF14FFC083E876845C86F848,0.85
910B38116FA752DD4C2C88B65A113F48,
25B9FC04521F0C34CCCE2060DABC1434,
A329ECAE103537F7D122310296DF3F1C,
1F43AA52B82A67307E5ACA0D811A94FE,
7B2B2357AC625437FEF50E36276461EF,
A039CD43B564A4E64E7496112CBB4B89,0.85
DBC0828A1E65B3DFE797CC4BB2F1380F,0.85
0ECD3EA11BF9B2494F523D0BB1C3C995,0.6
558C882BFAACBA29DE49974EB9F08CF1,0.85
B96C81BFCB9B59D3D81BDBDA9302ECBC,0.65
4FB6FA963B1CB243EC98A699EF35CC3F,0.85
77C1538271D1FA1AFE6E352CD9FB64FD,0.75
